ML#,City,Zip Code,List Price,Original List Price,Close Price,Legal Subdivision,Status,Date Quarter,Close Date,DOMM,DOMP,Baths All,Bedrooms,Condo Coop Fee,HOA Fee,Lot Sqft,Total Square Footage,Type,Parking,Has Garage
MC8382295,BROOKEVILLE,20833,424900,424900,424900,BROOKVILLE KNOLLS,SOLD,3,8/8/2014,11,11,3,4,,,12576,1657,Detached,"Drvwy/Off Str, Garage",TRUE
MC8287450,SILVER SPRING,20903,399900,425000,399000,HILLANDALE FOREST,SOLD,3,8/8/2014,157,235,4,6,,,11119,0,Detached,Drvwy/Off Str,FALSE
MC8383018,ROCKVILLE,20851,365000,389000,335000,ROCKLAND,SOLD,3,8/8/2014,34,34,2,4,,,8915,0,Detached,Paved Driveway,FALSE
MC8309520,ROCKVILLE,20852,359900,375000,350000,GABLES OF TUCKERMAN CODM,SOLD,3,8/8/2014,89,89,3,2,359,355,,1083,Garden 1-4 Floors,"Free, Permit Required",FALSE
MC8405838,ROCKVILLE,20851,352000,352000,352000,TWINBROOK,SOLD,3,8/8/2014,0,0,2,4,,,5031,0,Detached,Drvwy/Off Str,FALSE
MC8331103,GERMANTOWN,20874,339900,355000,330000,GERMANTOWN ESTATES,SOLD,3,8/8/2014,73,73,4,3,,65.42,2000,0,Townhouse,Assigned,FALSE
MC8393911,GAITHERSBURG,20879,325000,325000,312000,WOODLAND HILLS,SOLD,3,8/8/2014,5,5,3,3,,170,2640,0,Townhouse,"Drvwy/Off Str, Garage, Paved Driveway, Street, Garage Door Opener",TRUE
MC8349246,SILVER SPRING,20906,320000,320000,320000,VEIRS MILL VILLAGE,SOLD,3,8/8/2014,28,28,3,6,,,6891,2160,Detached,"Drvwy/Off Str, Street",FALSE
MC8337882,SILVER SPRING,20906,317500,350000,317500,VEIRS MILL VILLAGE,SOLD,3,8/8/2014,63,63,2,5,,,5996,0,Detached,Street,FALSE
MC8318225,BETHESDA,20816,310000,355000,275000,THE KENWOOD,SOLD,3,8/8/2014,89,89,2,2,1030,,,1467,Hi-Rise 9+ Floors,Garage,TRUE
MC8379660,GAITHERSBURG,20878,309900,309900,308900,THE ORCHARDS,SOLD,3,8/8/2014,10,10,3,3,,109,3213,2112,Townhouse,Assigned,FALSE
MC8358423,GAITHERSBURG,20886,269900,274900,265000,PARTRIDGE PLACE,SOLD,3,8/8/2014,48,48,3,3,,308,2100,0,Townhouse,Assigned,FALSE
MC8380913,CLARKSBURG,20871,269000,269000,263000,CLARKSBURG I CODM,SOLD,3,8/8/2014,27,79,2,3,356,77.5,,1663,Garden 1-4 Floors,Garage,TRUE
MC8372401,ROCKVILLE,20852,249900,259000,236000,GROSVENOR PARK II,SOLD,3,8/8/2014,40,40,2,2,788.98,,,1072,Hi-Rise 9+ Floors,Garage,TRUE
MC8340946,GERMANTOWN,20876,237900,244900,235000,MILESTONE CODM,SOLD,3,8/8/2014,53,53,2,3,297,0,,1480,Garden 1-4 Floors,Unassigned,FALSE
MC8349841,SILVER SPRING,20904,229000,229000,220000,VENTURA CODM,SOLD,3,8/8/2014,47,63,4,3,140,0,,1782,Townhouse,Assigned,FALSE
MC8353650,GERMANTOWN,20876,226900,226900,220000,SCENERY POINTE CODM,SOLD,3,8/8/2014,34,59,3,2,315,0,,1500,Townhouse,"Drvwy/Off Str, Garage",TRUE
MC8383979,BETHESDA,20814,225791,225791,225791,LIONSGATE AT WOODMONT CO,SOLD,3,8/8/2014,15,15,1,1,230,,,700,Hi-Rise 9+ Floors,Street,FALSE
MC8354501,SILVER SPRING,20905,209000,209000,205000,OAK SPRINGS,SOLD,3,8/8/2014,9,9,2,3,,69,2250,0,Townhouse,Drvwy/Off Str,FALSE
MC8393929,GERMANTOWN,20876,189000,189000,200000,GRNFLDS OF BRNDRMILL COD,SOLD,3,8/8/2014,7,7,3,3,225,,,1262,Townhouse,Assigned,FALSE
MC8304883,SILVER SPRING,20906,174950,174950,160000,THE GRNS AT LEISURE WRLD,SOLD,3,8/8/2014,84,84,2,2,533,0,,1120,Hi-Rise 9+ Floors,Garage,TRUE
MC8376422,ROCKVILLE,20853,139900,139900,140000,NORTH CREEK PLACE CODM,SOLD,3,8/8/2014,20,20,1,1,360,,,1050,Garden 1-4 Floors,Assigned,FALSE
MC8290922,CLARKSBURG,20872,124151,124151,124151,GATEWAY COMMONS CITY TWH,SOLD,3,8/8/2014,35,35,2,2,307,0,,963,Back-to-Back,Assigned,FALSE
MC8346886,SILVER SPRING,20906,119000,119000,115000,ROSSMOOR MUTUAL #19,SOLD,3,8/8/2014,32,32,2,2,533,,,1043,Garden 1-4 Floors,Assigned,FALSE
MC8363458,GERMANTOWN,20874,114990,114990,114990,ASHMORE @ GERMANTOWN COD,SOLD,3,8/8/2014,14,63,1,1,243,,,665,Garden 1-4 Floors,Assigned,FALSE
MC8345995,BETHESDA,20817,959000,979000,959000,WOODHAVEN,SOLD,3,8/9/2014,37,37,4,3,,,12672,2957,Detached,"Garage, Drvwy/Off Str",TRUE
MC8345655,ROCKVILLE,20850,750000,750000,750000,FALLS GROVE,SOLD,3,8/9/2014,24,144,3,3,,110.26,2576,2647,Townhouse,Garage,TRUE
MC8428424,OLNEY,20832,649900,649900,642000,OAKLAND FARM,SOLD,3,8/10/2014,0,0,4,4,,43.5,13969,0,Detached,"Garage, Drvwy/Off Str",TRUE
MC8384024,POTOMAC,20854,1195000,1195000,1150000,RIVER FALLS,SOLD,3,8/11/2014,11,11,5,6,,,15655,0,Detached,"Garage, DW - Circular",TRUE
MC8376225,BETHESDA,20814,749000,749000,737000,GLENBROOK KNOLLS,SOLD,3,8/11/2014,10,10,3,2,,175,1135,0,Townhouse,"Assigned, Street",FALSE
MC8381468,NORTH BETHESDA,20852,725000,699900,725000,OLD GEORGETOWN VILLAGE,SOLD,3,8/11/2014,12,12,4,4,,171.5,2438,3152,Townhouse,Garage,TRUE
MC8370324,BETHESDA,20814,720000,720000,755000,WILDWOOD MANOR,SOLD,3,8/11/2014,4,4,3,4,,,11750,0,Detached,Carport,FALSE
MC8400307,ROCKVILLE,20852,699900,699900,715000,TIMBERLAWN,SOLD,3,8/11/2014,6,6,4,3,,143,1950,2495,Townhouse,Garage,TRUE
MC8368517,ROCKVILLE,20850,695000,695000,665000,KING FARM BAILEYS COMMON,SOLD,3,8/11/2014,37,77,5,4,,100.35,2200,0,Townhouse,"Garage, Faces Rear, Garage Door Opener",TRUE
MC8356605,OLNEY,20832,689900,689900,675000,OLNEY SQUARE,SOLD,3,8/11/2014,22,22,4,4,,,20042,3751,Detached,"Drvwy/Off Str, Garage",TRUE
MC8429021,TAKOMA PARK,20912,685000,685000,700000,TAKOMA PARK,SOLD,3,8/11/2014,0,0,3,5,,,8040,0,Detached,"Drvwy/Off Str, Shared Driveway",FALSE
MC8408315,ROCKVILLE,20854,650000,650000,650000,HIGHLAND STONE,SOLD,3,8/11/2014,3,93,3,5,,,9138,1998,Detached,Garage,TRUE
MC8374488,ROCKVILLE,20853,628888,628888,608888,OLNEY ACRES,SOLD,3,8/11/2014,15,15,4,4,,0,58043,3050,Detached,Garage,TRUE
MC9004308,CLARKSBURG,20871,599990,599990,669535,,SOLD,3,8/11/2014,121,121,3,4,,76,7263,4385,Detached,Garage,TRUE
MC8397233,GAITHERSBURG,20878,599900,599900,600000,KENTLANDS,SOLD,3,8/11/2014,7,7,4,3,,111.99,2294,2100,Townhouse,"Garage, Garage Door Opener",TRUE
MC8273753,ROCKVILLE,20850,565000,595000,555000,ROCKVILLE ESTATES,SOLD,3,8/11/2014,96,234,3,4,,,18165,2813,Detached,"Drvwy/Off Str, Garage",TRUE
MC8343037,OLNEY,20832,549900,559900,530000,WILLIAMSBURG VILLAGE,SOLD,3,8/11/2014,52,52,4,4,,,17600,0,Detached,"Drvwy/Off Str, Garage",TRUE
MC8320658,SILVER SPRING,20906,499999,525000,475000,LAYHILL VIEW,SOLD,3,8/11/2014,56,56,4,4,,,15000,3518,Detached,Garage,TRUE
MC8349339,SILVER SPRING,20910,489000,534900,475000,SLIGO PARK HILLS,SOLD,3,8/11/2014,73,73,3,3,,,6699,0,Detached,Garage,TRUE
MC8406001,SILVER SPRING,20901,489000,489000,491000,HIGHLAND VIEW,SOLD,3,8/11/2014,10,10,3,4,,,12217,0,Detached,Drvwy/Off Str,FALSE
MC8335165,TAKOMA PARK,20912,479500,479500,472250,TAKOMA PARK,SOLD,3,8/11/2014,44,44,2,3,,,11611,1764,Detached,Drvwy/Off Str,FALSE
MC8352258,GAITHERSBURG,20877,419900,419900,415000,HIDDEN CREEK,SOLD,3,8/11/2014,47,47,4,3,,93,2111,0,Townhouse,"Garage, Concrete Driveway",TRUE
MC8375948,GAITHERSBURG,20877,389000,389000,385000,WALNUT HILL,SOLD,3,8/11/2014,6,6,3,3,,,9550,0,Detached,Garage,TRUE
MC8395431,ROCKVILLE,20851,385000,385000,395000,ROCKLAND,SOLD,3,8/11/2014,5,5,2,3,,,7735,0,Detached,Drvwy/Off Str,FALSE
MC8360609,GAITHERSBURG,20882,375000,375000,400000,SILVER CREST,SOLD,3,8/11/2014,13,13,2,3,,,37906,3032,Detached,"Garage, Drvwy/Off Str, Paved Driveway, Faces Front, Garage Door Opener",TRUE
MC8370631,POOLESVILLE,20837,374900,389900,360000,MEADOW PARK,SOLD,3,8/11/2014,42,42,2,3,,,16948,0,Detached,Garage,TRUE
MC8375234,SILVER SPRING,20901,360000,360000,357000,NORTHWOOD PARK VIEW,SOLD,3,8/11/2014,6,6,4,3,,198,1530,1854,Townhouse,"Permit Required, Unassigned",FALSE
MC8390067,SILVER SPRING,20910,325000,325000,335000,SIXTEENTH ST VILLAGE,SOLD,3,8/11/2014,7,7,2,2,,,5000,0,Detached,Street,FALSE
MC8230321,GAITHERSBURG,20879,269900,269900,275000,MONTGOMERY MEADOWS,SOLD,3,8/11/2014,154,154,4,3,,73,2658,0,Attach/Row Hse,Assigned,FALSE
MC8357357,ROCKVILLE,20852,263500,282200,261500,10101 GROSVENOR PARK COD,SOLD,3,8/11/2014,64,64,1,1,376,,,807,Hi-Rise 9+ Floors,"Assigned, Permit Required",FALSE
MC8381643,MONTGOMERY VILLAGE,20886,259000,270000,228500,SHADOW OAK,SOLD,3,8/11/2014,19,19,4,3,,106.56,2100,1360,Townhouse,Assigned,FALSE
MC8303817,GAITHERSBURG,20877,242900,249900,240000,BRIGHTON EAST CODM #1,SOLD,3,8/11/2014,80,80,3,3,340,0,,2083,Attach/Row Hse,Assigned,FALSE
MC8287929,N BETHESDA,20852,240000,250000,241000,GABLES OF TUCKERMAN CODM,SOLD,3,8/11/2014,126,126,1,1,359,0,,828,Garden 1-4 Floors,"Permit Required, Unassigned",FALSE
MC8388524,GERMANTOWN,20874,205000,205000,205000,WATERS HOUSE CODM,SOLD,3,8/11/2014,11,11,2,2,198,0,,1151,Garden 1-4 Floors,Unassigned,FALSE
MC8390453,GERMANTOWN,20874,204900,204900,205000,GUNNERS LAKE VILLAGE,SOLD,3,8/11/2014,11,11,1,2,,72,961,945,Townhouse,"Assigned, Prk Space Cnvys, Faces Front",FALSE
MC8136746,SILVER SPRING,20906,189900,199500,155000,FAIRWAYS NORTH CODM,SOLD,3,8/11/2014,231,231,2,2,517,1,,1138,Hi-Rise 9+ Floors,Garage,TRUE
MC8441246,ROCKVILLE,20852,175000,175000,175000,BETHESDA PARK,SOLD,3,8/11/2014,0,0,1,2,504.3,,,1007,Garden 1-4 Floors,"Permit Required, Unassigned",FALSE
MC8360427,BETHESDA,20814,140000,140000,137000,PROMENADE TOWERS COOP,SOLD,3,8/11/2014,7,7,1,1,673.36,,,630,Hi-Rise 9+ Floors,"Assigned, Garage, Other",TRUE
MC8356318,SILVER SPRING,20906,114000,114000,114000,GREENS AT LEISURE WORLD ,SOLD,3,8/11/2014,47,47,2,2,503,0,,980,Hi-Rise 9+ Floors,"Free, Gen Comm Elem, Handicap Parking",FALSE
MC8260005,BETHESDA,20817,2299000,2200000,2100000,OAKWOOD KNOLLS,SOLD,3,8/12/2014,109,109,7,6,,,13702,7812,Detached,Garage,TRUE
MC8328379,POTOMAC,20854,1988000,1988000,1735000,MERRY GO ROUND FARM,SOLD,3,8/12/2014,85,85,8,6,,100,199940,6750,Detached,"Free, Garage",TRUE
MC8363135,POTOMAC,20854,1249000,1249000,1155000,POTOMAC RANCH,SOLD,3,8/12/2014,21,21,3,3,,,87120,0,Detached,Garage,TRUE
MC8316474,ROCKVILLE,20850,899000,1099000,835000,LAKEWOOD ESTATES,SOLD,3,8/12/2014,100,100,4,4,,,50668,3000,Detached,Garage,TRUE
MC8385971,BETHESDA,20817,899000,899000,890000,CARDEROCK SPRINGS,SOLD,3,8/12/2014,13,13,3,4,,,17424,2238,Detached,"Garage, Drvwy/Off Str",TRUE
MC8435475,CHEVY CHASE,20815,895000,895000,895000,CHEVY CHASE MANOR,SOLD,3,8/12/2014,0,0,3,3,,,8150,0,Detached,Drvwy/Off Str,FALSE
MC8362291,BETHESDA,20817,849000,925000,850000,CARDEROCK SPRINGS,SOLD,3,8/12/2014,34,34,3,4,,,19109,2650,Detached,Garage,TRUE
MC8383889,POTOMAC,20854,849000,849000,850000,POTOMAC COMMONS,SOLD,3,8/12/2014,13,13,4,6,,,10606,3744,Detached,"Garage, Concrete Driveway, Prk Space Cnvys, Street",TRUE
MC8370365,KENSINGTON,20895,819000,819000,800000,ROCK CREEK HILLS,SOLD,3,8/12/2014,32,32,4,5,,,11395,2400,Detached,"Drvwy/Off Str, Garage, Garage Door Opener",TRUE
MC8334510,LAYTONSVILLE,20882,749900,825000,750000,BROOKEFIELD,SOLD,3,8/12/2014,60,60,5,5,,62.5,46283,4810,Detached,"Drvwy/Off Str, Garage Door Opener, Asphalt Driveway, Faces Side, Private 1-10 Spaces",TRUE
MC8386770,TAKOMA PARK,20912,640000,640000,707000,TAKOMA PARK,SOLD,3,8/12/2014,9,9,2,4,,,7462,2044,Detached,Street,FALSE
MC8348543,ROCKVILLE,20853,598000,638000,590000,MANOR PARK,SOLD,3,8/12/2014,28,28,3,4,,,20312,0,Detached,"Garage, Street, Paved Driveway",TRUE
MC8352609,SILVER SPRING,20910,529000,529000,510000,BLAIR,SOLD,3,8/12/2014,86,86,2,3,,,5000,0,Detached,Gravel Driveway,FALSE
MC8389987,KENSINGTON,20895,455000,455000,450000,KENSINGTON,SOLD,3,8/12/2014,6,6,2,3,,,5187,0,Detached,Street,FALSE
MC8355539,GAITHERSBURG,20877,439900,459000,435000,MINERAL SPRING VILLAGE,SOLD,3,8/12/2014,53,53,4,3,,38,5605,0,Detached,Garage,TRUE
MC8316223,OLNEY,20832,429900,479900,415000,OLNEY SQUARE,SOLD,3,8/12/2014,99,99,3,4,,,10739,0,Detached,"Drvwy/Off Str, Garage",TRUE
MC8388958,DAMASCUS,20872,425000,425000,425000,SWEEPSTAKES,SOLD,3,8/12/2014,15,15,4,5,,130,12729,2557,Detached,"Garage, Paved Driveway, Asphalt Driveway",TRUE
MC8375009,SILVER SPRING,20904,415000,415000,415000,TANGLEWOOD,SOLD,3,8/12/2014,6,6,4,4,,33,12466,0,Detached,"Garage, Garage Door Opener, Drvwy/Off Str",TRUE
MC8353676,CLARKSBURG,20871,389900,389900,413500,,SOLD,3,8/12/2014,19,19,4,3,,60,2178,0,Townhouse,"Garage, Faces Rear, Asphalt Driveway",TRUE
MC8227033,CLARKSBURG,20871,375990,372990,390660,CLARKSBURG VILLAGE,SOLD,3,8/12/2014,65,65,3,3,,76,1400,2400,Townhouse,Assigned,FALSE
MC8345067,ROCKVILLE,20852,304990,304990,295000,10101 GROSVENOR PARK COD,SOLD,3,8/12/2014,7,7,1,1,423,,,923,Hi-Rise 9+ Floors,"Assigned, Permit Required",FALSE
MC8378367,SILVER SPRING,20902,299999,299999,305000,WHEATON HILLS,SOLD,3,8/12/2014,9,9,2,2,,,7546,0,Detached,Street,FALSE
MC8416523,KENSINGTON,20895,275000,275000,291000,KENSINGTON VIEW,SOLD,3,8/12/2014,3,3,2,2,,,5966,0,Detached,Drvwy/Off Str,FALSE
MC8394469,GERMANTOWN,20876,265000,265000,265000,BRANDERMILL,SOLD,3,8/12/2014,15,15,4,3,,88,1400,0,Townhouse,Assigned,FALSE
MC8372991,GAITHERSBURG,20886,239900,239900,234700,DOCKSIDE,SOLD,3,8/12/2014,18,18,3,3,,110,764,1464,Townhouse,"Garage, Faces Front",TRUE
MC8389236,BETHESDA,20817,185000,185000,178800,CHELSEA TOWERS CODM,SOLD,3,8/12/2014,31,31,1,1,437,0,,882,Hi-Rise 9+ Floors,"Free, Unassigned, Permit Required",FALSE
MC8312360,ROCKVILLE,20850,1299000,1350000,1260000,LAKEWOOD ESTATES,SOLD,3,8/13/2014,58,58,5,4,,130,19711,6100,Detached,"Garage, Asphalt Driveway",TRUE
MC8389346,BETHESDA,20817,660000,680000,652500,HENDRY ESTATES,SOLD,3,8/13/2014,14,28,2,3,,,6900,0,Detached,Drvwy/Off Str,FALSE
MC8393676,BETHESDA,20816,629000,629000,650000,CRESTVIEW,SOLD,3,8/13/2014,7,7,1,3,,,4000,0,Detached,Street,FALSE
MC8406161,OLNEY,20832,554900,554900,555000,OLNEY OAKS,SOLD,3,8/13/2014,3,3,4,4,,190,11364,2802,Detached,Garage,TRUE
MC8399669,MONTGOMERY VILLAGE,20886,470000,470000,460000,FAIRIDGE,SOLD,3,8/13/2014,4,4,4,4,,326.5,11557,2429,Detached,Garage,TRUE
MC8394071,ROCKVILLE,20853,349900,349900,349900,WHEATON WOODS,SOLD,3,8/13/2014,4,4,2,4,,,6343,0,Detached,Concrete Driveway,FALSE
MC8388947,SILVER SPRING,20902,345000,345000,335000,KEMP MILL FOREST,SOLD,3,8/13/2014,11,11,4,4,,175,2325,0,Townhouse,Assigned,FALSE
MC8374786,GERMANTOWN,20874,339900,349900,330000,CHURCHILL TOWN SECTOR,SOLD,3,8/13/2014,40,40,3,3,,45,9034,0,Detached,Garage,TRUE
MC8361275,GERMANTOWN,20874,325000,335000,317500,GERMANTOWN ESTATES,SOLD,3,8/13/2014,21,21,4,3,,65.42,2272,0,Townhouse,Unassigned,FALSE
MC8371143,BURTONSVILLE,20866,259990,259990,260000,SADDLE CREEK,SOLD,3,8/13/2014,27,27,4,3,,54,1400,1600,Townhouse,"Assigned, Free",FALSE
MC8292057,KENSINGTON,20895,239000,242500,239000,THE WATERFORD,SOLD,3,8/13/2014,109,109,2,2,873,,,0,Hi-Rise 9+ Floors,Gen Comm Elem,FALSE
MC8378299,SILVER SPRING,20906,119000,119000,119000,ROSSMOOR MUTUAL #19B,SOLD,3,8/13/2014,6,6,2,2,407,0,,1030,Garden 1-4 Floors,Assigned,FALSE
MC8373415,CHEVY CHASE,20815,2850000,2850000,2725000,SOMERSET HEIGHTS,SOLD,3,8/14/2014,37,37,5,5,,,11603,5300,Detached,Garage,TRUE
MC8355796,POTOMAC,20854,1579000,1559000,1500000,POTOMAC VIEW ESTS,SOLD,3,8/14/2014,28,28,7,6,,,90169,7512,Detached,Garage,TRUE
MC8406450,GAITHERSBURG,20878,909900,909900,880000,LAKELANDS,SOLD,3,8/14/2014,11,11,3,4,,90,5250,0,Detached,"Street, Unassigned, Detached",FALSE
MC8382765,POTOMAC,20854,729000,729000,718000,REGENCY ESTATES,SOLD,3,8/14/2014,8,8,4,4,,,10755,0,Detached,"Carport, Drvwy/Off Str",FALSE
MC8377487,POTOMAC,20854,685000,685000,665000,REGENCY ESTATES,SOLD,3,8/14/2014,11,11,3,4,,,10631,0,Detached,"Garage, Garage Door Opener, Paved Driveway",TRUE
MC8383722,BETHESDA,20817,679000,679000,665000,AYRLAWN,SOLD,3,8/14/2014,23,23,3,4,,0,7285,0,Detached,"Drvwy/Off Str, Faces Rear",FALSE
MC8379419,NORTH POTOMAC,20878,584888,584888,584888,POTOMAC CHASE,SOLD,3,8/14/2014,12,85,3,4,,0,16765,3624,Detached,Garage,TRUE
MC8320278,SILVER SPRING,20906,519900,544900,519900,NORBECK HILLS,SOLD,3,8/14/2014,68,68,4,5,,33.33,11751,0,Detached,Garage,TRUE
MC8381778,DERWOOD,20855,485000,485000,480000,MILL CREEK TOWNE,SOLD,3,8/14/2014,18,18,3,5,,,15065,0,Detached,Garage,TRUE
MC8383146,GAITHERSBURG,20877,429000,429000,423000,HIDDEN CREEK,SOLD,3,8/14/2014,12,12,4,3,,97,2762,2700,Townhouse,"Garage, Drvwy/Off Str",TRUE
MC8353098,SILVER SPRING,20904,415000,429000,415000,FAIRKNOLL,SOLD,3,8/14/2014,42,42,4,4,,,9375,1850,Detached,"Carport, Covered Parking, Drvwy/Off Str, Paved Driveway, Street, Additional Storage Area",FALSE
MC8376551,DERWOOD,20855,415000,415000,399000,MILL CREEK TOWNE,SOLD,3,8/14/2014,28,28,3,4,,,16000,2226,Detached,Carport,FALSE
MC8223815,CLARKSBURG,20871,401500,401500,399891,,SOLD,3,8/14/2014,221,221,4,4,,60,2178,0,Townhouse,Garage,TRUE
MC8375136,ROCKVILLE,20853,399000,439000,399000,BEL PRE WOODS,SOLD,3,8/14/2014,38,38,2,4,,,9000,0,Detached,"Concrete Driveway, Street",FALSE
MC8397308,ROCKVILLE,20851,369000,369000,369000,TWINBROOK FOREST,SOLD,3,8/14/2014,9,9,2,4,,,9981,0,Detached,Drvwy/Off Str,FALSE
MC8359544,CHEVY CHASE,20815,350000,350000,330000,THE ELIZABETH,SOLD,3,8/14/2014,66,66,1,1,890.94,,,1031,Hi-Rise 9+ Floors,Garage,TRUE
MC8299662,CHEVY CHASE,20815,335000,359000,325000,8101 CONN AVE CODM,SOLD,3,8/14/2014,110,110,2,1,648,,,1183,Mid-Rise 5-8 Floors,"Assigned, Garage",TRUE
MC8421253,ROCKVILLE,20853,307000,307000,305000,WHEATON WOODS,SOLD,3,8/14/2014,4,4,2,4,,,9739,1146,Detached,Drvwy/Off Str,FALSE
MC8406411,SILVER SPRING,20902,300000,300000,305000,GLENMONT FOREST,SOLD,3,8/14/2014,2,2,2,3,,,8235,1080,Detached,Drvwy/Off Str,FALSE
MC8389372,CLARKSBURG,20871,288000,288000,288000,GATEWAY COMMONS CTYARD T,SOLD,3,8/14/2014,17,17,3,3,163.15,136.2,,1959,Townhouse,"Garage, Drvwy/Off Str, Garage Door Opener",TRUE
MC8360664,GERMANTOWN,20874,264900,267500,265000,GUNNERS LAKE VILLAGE,SOLD,3,8/14/2014,38,38,3,3,,88,1960,0,Townhouse,Assigned,FALSE
MC8380761,GAITHERSBURG,20879,239900,239900,240000,GOSHEN VILLAGE,SOLD,3,8/14/2014,19,19,3,3,,88,1793,0,Townhouse,Assigned,FALSE
MC8370805,ROCKVILLE,20850,239267,239267,230000,PALLADIN CODM AT ROCKVIL,SOLD,3,8/14/2014,49,200,1,1,336,0,,778,Mid-Rise 5-8 Floors,Garage,TRUE
MC8333038,GAITHERSBURG,20878,227900,252000,232000,THE COLONNADE CODM,SOLD,3,8/14/2014,89,89,1,1,250,0,,866,Garden 1-4 Floors,"Garage, Garage Door Opener, Covered Parking",TRUE
MC8216350,GAITHERSBURG,20878,209900,219900,195000,WASHINGTON TOWER CODM,SOLD,3,8/14/2014,274,274,1,1,503,,,900,Hi-Rise 9+ Floors,"Unassigned, Gen Comm Elem",FALSE
MC8413972,ROCKVILLE,20852,199900,199900,195000,BETHESDA PARK,SOLD,3,8/14/2014,5,5,2,3,568.95,,,1227,Garden 1-4 Floors,"Permit Required, Unassigned",FALSE
MC8405457,SILVER SPRING,20906,159900,159900,162000,ROSSMOOR MUTUAL #5,SOLD,3,8/14/2014,5,5,3,2,653,,,1600,Townhouse,"Free, Surface, Unassigned",FALSE
MC8356873,CHEVY CHASE,20815,2500000,2500000,2500000,CHEVY CHASE SEC 1-A,SOLD,3,8/15/2014,6,6,6,5,,,12623,0,Detached,"Garage, Paved Driveway",TRUE
MC8378207,BETHESDA,20817,2495000,2495000,2447500,BETHESDA OUT RES. (1),SOLD,3,8/15/2014,5,5,5,5,,,30531,6566,Detached,Garage,TRUE
MC8338793,CABIN JOHN,20818,1320000,1359000,1280000,CABIN JOHN PARK,SOLD,3,8/15/2014,52,76,5,5,,,14396,0,Detached,"DW - Circular, Garage",TRUE
MC8366167,CABIN JOHN,20818,1299900,1299900,1250000,CABIN JOHN PARK,SOLD,3,8/15/2014,12,51,5,5,,,10246,0,Detached,Garage,TRUE
MC8362437,BETHESDA,20816,1225000,1225000,1310000,WESTGATE,SOLD,3,8/15/2014,6,6,5,4,,,5839,0,Detached,"Garage, Paved Driveway",TRUE
MC8357305,NORTH POTOMAC,20878,1150000,1150000,1025000,FARMLANDS,SOLD,3,8/15/2014,53,53,4,4,,,95832,4874,Detached,"Garage, Garage Door Opener, Private 1-10 Spaces",TRUE
MC8376165,BETHESDA,20814,1095000,1095000,1100000,LIONSGATE AT WOODMONT CO,SOLD,3,8/15/2014,22,22,2,2,1014.46,,,1565,Hi-Rise 9+ Floors,"Assigned, Attendant, Garage",TRUE
MC8388758,GAITHERSBURG,20878,1079900,1079900,1045000,LAKELANDS,SOLD,3,8/15/2014,4,4,5,4,,90,7550,0,Detached,"Garage, Drvwy/Off Str",TRUE
MC8381929,BETHESDA,20814,1040000,1040000,965000,GROSVENOR WOODS,SOLD,3,8/15/2014,24,101,5,5,,170,6676,0,Detached,"Garage, Faces Front, Surface",TRUE
MC8350440,BETHESDA,20816,975000,975000,975000,BROOKDALE,SOLD,3,8/15/2014,6,6,3,4,,,5963,2311,Detached,Drvwy/Off Str,FALSE
MC8296636,BOYDS,20841,939000,960000,875000,BLACK HILLS ESTATES,SOLD,3,8/15/2014,103,103,4,4,,0,435600,3680,Detached,Garage,TRUE
MC8375832,CHEVY CHASE,20815,899500,899500,895000,NORWOOD HEIGHTS,SOLD,3,8/15/2014,5,5,3,3,,,6250,0,Detached,Drvwy/Off Str,FALSE
MC8298078,BETHESDA,20814,889000,889000,960000,BETHESDA OUTSIDE,SOLD,3,8/15/2014,3,3,4,4,,,5726,0,Multi-Family,Street,FALSE
MC8419729,BETHESDA,20816,865000,865000,865000,SUMNER,SOLD,3,8/15/2014,0,0,3,4,,,7052,2764,Detached,"Drvwy/Off Str, DW - Circular",FALSE
MC8374757,CHEVY CHASE,20815,850000,925000,840000,BROOKDALE,SOLD,3,8/15/2014,35,35,2,3,,,7500,0,Detached,"Drvwy/Off Str, Garage",TRUE
MC8382728,BETHESDA,20816,829000,829000,860000,GLEN MAR PARK,SOLD,3,8/15/2014,4,4,3,3,,,5748,1890,Detached,Drvwy/Off Str,FALSE
MC8409086,POTOMAC,20854,825000,825000,825000,FALLS BEND,SOLD,3,8/15/2014,6,6,4,4,,170,13920,2958,Detached,Garage,TRUE
MC8362181,POTOMAC,20854,819900,849900,805000,POTOMAC COMMONS,SOLD,3,8/15/2014,28,28,3,4,,,10569,2738,Detached,Drvwy/Off Str,FALSE
MC8382714,NORTH POTOMAC,20878,799900,799900,787000,QUINCE ORCHARD KNOLLS,SOLD,3,8/15/2014,23,36,5,5,,,15031,4454,Detached,Garage,TRUE
MC8344446,CHEVY CHASE,20815,799000,799000,921000,CHEVY CHASE SEC 8 & 8A,SOLD,3,8/15/2014,7,7,2,3,,,8909,1620,Detached,"Drvwy/Off Str, Garage",TRUE
MC8305605,ROCKVILLE,20853,795000,839000,775000,BROOKE MANOR,SOLD,3,8/15/2014,113,113,4,4,,289,25463,5525,Detached,"Garage Door Opener, Faces Side, Drvwy/Off Str, Paved Driveway, Asphalt Driveway, Garage",TRUE
MC8389359,POTOMAC,20854,789000,789000,790018,ORCHARD RIDGE,SOLD,3,8/15/2014,11,11,4,4,,100,8832,2629,Detached,"Garage, Garage Door Opener",TRUE
