ML#,City,Zip Code,List Price,Original List Price,Close Price,Legal Subdivision,Status,Date Quarter,Close Date,DOMM,DOMP,Baths All,Bedrooms,Condo Coop Fee,HOA Fee,Lot Sqft,Total Square Footage,Type,Parking,Has Garage
MC8393324,BETHESDA,20814,319500,319500,315000,PARKSIDE CODM,SOLD,3,8/1/2014,1,1,2,2,483,0,,1200,Garden 1-4 Floors,Permit Required,FALSE
MC8276636,TAKOMA PARK,20912,315000,349000,300000,TAKOMA PARK,SOLD,3,8/1/2014,87,87,2,5,,,6000,0,Detached,"Brick Driveway, Drvwy/Off Str",FALSE
MC8333767,SILVER SPRING,20906,310000,325000,300000,GLENMONT VILLAGE,SOLD,3,8/1/2014,48,48,2,4,,,5989,0,Detached,"Garage, Paved Driveway, Street",TRUE
MC8347714,KENSINGTON,20895,299000,325000,299000,ROCK CREEK PALISADES,SOLD,3,8/1/2014,40,40,1,2,,,5183,0,Detached,Street,FALSE
MC8317323,ROCKVILLE,20850,284900,339900,263000,MARYVALE,SOLD,3,8/1/2014,95,95,1,2,,,5914,0,Detached,"Garage, Drvwy/Off Str",TRUE
MC8387703,DERWOOD,20855,284900,284900,286330,REDLAND STATION TH,SOLD,3,8/1/2014,6,6,4,3,,273,2060,1788,Townhouse,Assigned,FALSE
MC8378692,GAITHERSBURG,20878,275000,309900,275000,THE ORCHARDS,SOLD,3,8/1/2014,17,17,3,4,,109,2000,0,Townhouse,Assigned,FALSE
MC8381780,SILVER SPRING,20904,270000,270000,260000,ROLLING ACRES,SOLD,3,8/1/2014,7,7,2,3,,182,1540,1550,Townhouse,Assigned,FALSE
MC8356793,GAITHERSBURG,20879,224900,227000,230000,HUNTERS WOODS,SOLD,3,8/1/2014,30,30,3,3,,15,1800,0,Townhouse,Assigned,FALSE
MC8339759,GAITHERSBURG,20879,220000,220000,210000,HUNTERS WOODS,SOLD,3,8/1/2014,17,17,2,3,,15,2900,1044,Townhouse,Drvwy/Off Str,FALSE
MC8353821,GAITHERSBURG,20879,200000,200000,195000,CHARLENE TOWNHOUSES,SOLD,3,8/1/2014,0,0,3,3,,180,2024,0,Attach/Row Hse,Assigned,FALSE
MC8373059,MONTGOMERY VILLAGE,20886,200000,200000,200000,WALKERS RIDGE-MONTG VILL,SOLD,3,8/1/2014,9,9,3,2,,131,1058,0,Townhouse,Drvwy/Off Str,FALSE
MC8382413,GAITHERSBURG,20877,89900,90000,91000,FIRESIDE,SOLD,3,8/1/2014,33,33,2,3,742,,,1053,Garden 1-4 Floors,Permit Required,FALSE
MC8371708,SILVER SPRING,20902,89000,89000,89000,UNIVERSITY TOWERS CODM,SOLD,3,8/1/2014,10,10,1,1,498.54,,,776,Hi-Rise 9+ Floors,Drvwy/Off Str,FALSE
MC8408192,SILVER SPRING,20906,49000,49000,45000,MONTGOMERY MUTUAL COOP,SOLD,3,8/1/2014,0,0,1,1,639,0,,800,Garden 1-4 Floors,Assigned,FALSE
MC8421906,BOYDS,20841,760000,740000,740000,KINGS CROSSING,SOLD,3,8/2/2014,0,0,4,4,,63,15809,0,Detached,Garage,TRUE
MC8294040,DAMASCUS,20872,174900,177000,170000,COUNTRY RD TOWNHOUSES,SOLD,3,8/2/2014,87,87,3,3,65,,,0,Townhouse,Assigned,FALSE
MC8272971,POTOMAC,20854,2775000,2999000,2530000,FAWCETT FARMS,SOLD,3,8/4/2014,127,127,9,6,,,43209,0,Detached,"DW - Circular, Garage, Private 11+ Spaces, Garage Door Opener, Concrete Driveway",TRUE
MC8352896,BETHESDA,20817,1395000,1450000,1375000,BRADLEY MANOR,SOLD,3,8/4/2014,35,35,5,6,,,18375,3768,Detached,"Drvwy/Off Str, Garage",TRUE
MC8388843,ROCKVILLE,20850,1088000,1088000,1100000,FALLS GROVE,SOLD,3,8/4/2014,6,6,5,5,,225,7232,5722,Detached,"Drvwy/Off Str, Free, Garage",TRUE
MC8344176,ROCKVILLE,20850,999900,1100000,975000,POTOMAC HIGHLANDS,SOLD,3,8/4/2014,43,43,4,5,,,67082,3918,Detached,Garage,TRUE
MC8375996,CHEVY CHASE,20815,875000,875000,879000,PINEHURST VILLAGE,SOLD,3,8/4/2014,15,15,4,3,,,7700,0,Detached,"Garage, Paved Driveway",TRUE
MC8368037,ROCKVILLE,20852,799900,825000,799900,OLD FARM,SOLD,3,8/4/2014,14,14,4,6,,,13446,0,Detached,Drvwy/Off Str,FALSE
MC8361596,ROCKVILLE,20850,799500,799500,765000,POTOMAC HIGHLANDS,SOLD,3,8/4/2014,21,21,2,4,,,108464,2112,Detached,Garage,TRUE
MC8376076,SILVER SPRING,20910,699500,699500,714500,ROSEMARY HILLS,SOLD,3,8/4/2014,6,6,4,4,,,5424,0,Detached,Street,FALSE
MC8361451,BETHESDA,20814,699000,699000,775000,GLENBROOK VILLAGE,SOLD,3,8/4/2014,2,2,3,4,,,5362,1378,Detached,"Drvwy/Off Str, Garage",TRUE
MC8375868,ROCKVILLE,20850,615000,615000,605000,ROSE HILL FALLS,SOLD,3,8/4/2014,13,13,4,3,,73.68,1892,0,Townhouse,Garage,TRUE
MC8394603,POOLESVILLE,20837,609900,609900,609900,POOLESVILLE TOWN A-Z,SOLD,3,8/4/2014,0,0,4,4,,,23008,0,Detached,Garage,TRUE
MC8382448,TAKOMA PARK,20912,599000,599000,609000,TAKOMA PARK,SOLD,3,8/4/2014,6,6,3,4,,,7881,2461,Detached,Drvwy/Off Str,FALSE
MC8348356,ROCKVILLE,20850,550000,550000,535000,PT ROCKVILLE TWN RES. 1,SOLD,3,8/4/2014,35,35,4,3,,124,2134,0,Townhouse,"Drvwy/Off Str, Garage, Unassigned",TRUE
MC8388636,ROCKVILLE,20850,545000,545000,540000,KING FARM BAILEYS COMMON,SOLD,3,8/4/2014,13,57,4,3,,101,1411,2375,Townhouse,Garage,TRUE
MC8386874,SILVER SPRING,20905,525000,525000,546000,NAPLES MANOR,SOLD,3,8/4/2014,6,6,4,5,,,21166,3242,Detached,Garage,TRUE
MC8337155,ROCKVILLE,20852,499000,499000,485000,HUNGERFORD,SOLD,3,8/4/2014,32,32,2,4,,,7261,2225,Detached,"Drvwy/Off Str, Paved Driveway, Street, Asphalt Driveway",FALSE
MC8360723,SILVER SPRING,20906,469900,469900,469900,LAYHILL GARDENS,SOLD,3,8/4/2014,22,22,4,4,,,9600,0,Detached,"Carport, Drvwy/Off Str",FALSE
MC8359344,SILVER SPRING,20904,439000,439000,430500,MONTGOMERY-WHITE OAK,SOLD,3,8/4/2014,10,10,4,3,,261,2970,0,Townhouse,"Garage, Paved Driveway, Street",TRUE
MC8369984,OLNEY,20832,430000,430000,430000,HALLOWELL,SOLD,3,8/4/2014,24,24,3,3,,62,6629,1432,Detached,"Drvwy/Off Str, Garage",TRUE
MC8365550,SILVER SPRING,20904,399900,399900,399900,EAST SPRINGBROOK,SOLD,3,8/4/2014,12,12,3,4,,,9983,0,Detached,Garage,TRUE
MC8325469,GERMANTOWN,20874,399500,425000,388000,KINGSVIEW KNOLLS,SOLD,3,8/4/2014,28,28,3,4,,,20000,0,Detached,"Garage, Drvwy/Off Str",TRUE
MC8375431,GAITHERSBURG,20877,396500,396500,376500,REALTY PARK,SOLD,3,8/4/2014,11,11,2,2,,,13050,0,Detached,Drvwy/Off Str,FALSE
MC8362118,SILVER SPRING,20904,385000,395000,380000,NOTTINGHAM WOODS,SOLD,3,8/4/2014,35,35,3,3,,82,1875,2644,Townhouse,Assigned,FALSE
MC8309745,MONTGOMERY VILLAGE,20886,369900,386000,370000,CANDLE RIDGE M V,SOLD,3,8/4/2014,59,59,4,4,,285,2470,0,Townhouse,"Drvwy/Off Str, Garage, Garage Door Opener, Riverstone Driveway",TRUE
MC8288695,GERMANTOWN,20874,328900,328900,315000,CLOPPER HILLS,SOLD,3,8/4/2014,76,116,3,3,,79.8,1650,2200,Townhouse,"Assigned, Street",FALSE
MC8381184,GAITHERSBURG,20877,324900,324900,332500,DEER PARK,SOLD,3,8/4/2014,7,7,2,3,,,10725,1773,Detached,"Drvwy/Off Str, Paved Driveway",FALSE
MC8375823,GAITHERSBURG,20886,278000,278000,270000,SUFFOLK PLACE,SOLD,3,8/4/2014,15,15,4,4,,267.95,2100,0,Townhouse,Assigned,FALSE
MC8326221,DAMASCUS,20872,229900,229900,225000,DAMASCUS VALLEY PARK,SOLD,3,8/4/2014,60,60,2,3,,73,1520,0,Townhouse,Assigned,FALSE
MC8370754,GAITHERSBURG,20878,98000,98000,91500,DIAMOND FARM CODM,SOLD,3,8/4/2014,18,18,1,2,611,,,1110,Garden 1-4 Floors,Assigned,FALSE
MC8414668,GAITHERSBURG,20877,65000,65000,65000,FIRESIDE,SOLD,3,8/4/2014,1,1,1,1,720,0,,710,Garden 1-4 Floors,"Assigned, Other",FALSE
MC8345730,BETHESDA,20817,1500000,1625000,1406000,BURNING TREE VIEW,SOLD,3,8/5/2014,31,31,5,5,,,18192,0,Detached,"Garage, DW - Circular, Garage Door Opener, Heated, Additional Storage Area",TRUE
MC8382303,CHEVY CHASE,20815,1395000,1395000,1350000,DRUMMOND,SOLD,3,8/5/2014,12,145,6,7,,,11585,4154,Detached,Garage,TRUE
MC8357271,BETHESDA,20814,849000,885000,839000,MAPLEWOOD ESTATES,SOLD,3,8/5/2014,48,83,3,4,,0,9862,0,Detached,Carport,FALSE
MC8389545,NORTH POTOMAC,20878,747000,747000,755000,DUFIEF MILL,SOLD,3,8/5/2014,4,4,4,4,,73.77,14547,3252,Detached,Garage,TRUE
MC8356899,BETHESDA,20817,724999,724999,725000,HENDRY ESTATES,SOLD,3,8/5/2014,5,5,4,3,,,5500,2102,Detached,Drvwy/Off Str,FALSE
MC8381217,DERWOOD,20855,642500,642500,641000,DERWOOD STATION,SOLD,3,8/5/2014,10,10,4,4,,113,10753,3801,Detached,Garage,TRUE
MC8399337,ROCKVILLE,20852,630000,630000,615000,CREST OF WICKFORD,SOLD,3,8/5/2014,6,6,4,2,395,,,2490,Townhouse,Assigned,FALSE
MC8362215,KENSINGTON,20895,629900,629900,630000,GARRET PARK ESTATES,SOLD,3,8/5/2014,12,12,2,4,,,6752,0,Detached,"Concrete Driveway, Drvwy/Off Str, Street",FALSE
MC8349119,TAKOMA PARK,20912,595000,619000,580000,TAKOMA PARK,SOLD,3,8/5/2014,36,36,2,3,,,14830,0,Detached,Drvwy/Off Str,FALSE
MC8276456,GAITHERSBURG,20878,586723,577440,586723,,SOLD,3,8/5/2014,26,26,4,3,,102,1360,1853,Townhouse,"Drvwy/Off Str, Garage",TRUE
MC8386639,GAITHERSBURG,20879,434900,434900,435000,MEADOWVALE,SOLD,3,8/5/2014,7,7,3,4,,55.21,10722,0,Detached,Garage,TRUE
MC8339345,GAITHERSBURG,20877,419900,439900,422500,BRIGHTON EAST,SOLD,3,8/5/2014,65,65,3,5,,,9100,0,Detached,"Carport, Drvwy/Off Str, Street",FALSE
MC8379754,ROCKVILLE,20853,419500,419500,425000,ENGLISH MANOR,SOLD,3,8/5/2014,12,12,3,5,,0,9541,0,Detached,Drvwy/Off Str,FALSE
MC7948697,ROCKVILLE,20852,394000,399900,399000,10101 GROSVENOR PARK COD,SOLD,3,8/5/2014,593,593,2,2,601,,,1200,Hi-Rise 9+ Floors,"Assigned, Garage",TRUE
MC8401251,ROCKVILLE,20851,287000,287000,287000,ROCKCREST,SOLD,3,8/5/2014,6,6,1,3,,,8930,0,Detached,Drvwy/Off Str,FALSE
MC8358242,GAITHERSBURG,20886,265000,265000,255000,MARYLAND PLACE,SOLD,3,8/5/2014,29,29,4,3,,265,1400,0,Townhouse,Assigned,FALSE
MC8387233,MONTGOMERY VILLAGE,20886,214900,214900,220000,CLUB HILL,SOLD,3,8/5/2014,7,7,3,3,,334.11,1400,0,Townhouse,Unassigned,FALSE
MC8275594,BETHESDA,20817,1449000,1599000,1400000,BANNOCKBURN ESTATES,SOLD,3,8/6/2014,107,107,4,5,,,20000,0,Detached,"Garage, Asphalt Driveway, Garage Door Opener",TRUE
MC8331991,SILVER SPRING,20905,995000,995000,930000,COLESVILLE OUTSIDE,SOLD,3,8/6/2014,42,42,4,5,,,104108,3700,Detached,"Drvwy/Off Str, Garage",TRUE
MC8301247,BETHESDA,20817,899900,949000,875000,GEORGETOWN VILLAGE,SOLD,3,8/6/2014,103,103,5,5,,,5500,3086,Detached,Drvwy/Off Str,FALSE
MC8369263,ROCKVILLE,20852,689000,689000,680000,TUCKERMAN STATION,SOLD,3,8/6/2014,6,61,3,3,,203,2276,2806,Townhouse,Drvwy/Off Str,FALSE
MC8297654,OLNEY,20832,629900,650000,615000,WILLIAMSBURG VILLAGE,SOLD,3,8/6/2014,90,90,3,4,,,20189,3640,Detached,"Garage, Drvwy/Off Str",TRUE
MC8424539,GAITHERSBURG,20878,611150,611150,611150,CROWN FARM,SOLD,3,8/6/2014,0,0,5,4,,102,1040,1853,Townhouse,"Drvwy/Off Str, Garage",TRUE
MC8424494,GAITHERSBURG,20878,585102,585102,585102,CROWN FARM,SOLD,3,8/6/2014,0,0,5,3,,102,1040,1853,Townhouse,"Drvwy/Off Str, Garage",TRUE
MC8389850,SILVER SPRING,20910,569900,569900,575000,WOODSIDE PARK,SOLD,3,8/6/2014,7,7,4,4,,134,2263,0,Townhouse,"Gen Comm Elem, Private 11+ Spaces, Unassigned",FALSE
MC8388024,KENSINGTON,20895,529900,529900,515000,ROCK CREEK PALISADES,SOLD,3,8/6/2014,5,26,3,5,,,7759,1974,Detached,Paved Driveway,FALSE
MC8387928,ROCKVILLE,20855,499900,499900,495000,MILL CREEK SOUTH,SOLD,3,8/6/2014,10,10,3,4,,,9328,0,Detached,Garage,TRUE
MC8400252,SILVER SPRING,20901,499000,499000,500000,INDIAN SPRING VILLAGE,SOLD,3,8/6/2014,2,91,2,3,,,8861,1750,Detached,"Drvwy/Off Str, DW - Circular",FALSE
MC8090664,ROCKVILLE,20850,449900,469900,454900,PT ROCKVILLE TWN RES. 1,SOLD,3,8/6/2014,172,172,2,3,,,10440,0,Detached,"Drvwy/Off Str, Paved Driveway",FALSE
MC8365686,GARRETT PARK,20896,449500,479000,400000,GARRETT PARK,SOLD,3,8/6/2014,61,61,2,2,,,10000,0,Detached,Drvwy/Off Str,FALSE
MC8368247,SILVER SPRING,20902,424900,424900,417000,FOREST ESTATES,SOLD,3,8/6/2014,27,27,2,3,,,7426,2050,Detached,Drvwy/Off Str,FALSE
MC8323183,SILVER SPRING,20906,419000,419000,410000,STRATHMORE AT BEL PRE,SOLD,3,8/6/2014,81,81,4,3,,62.5,1804,0,Attach/Row Hse,"Drvwy/Off Str, Garage, Other",TRUE
MC8381093,SILVER SPRING,20904,375000,375000,380000,FAIRVIEW ESTATES,SOLD,3,8/6/2014,10,10,3,5,,,12450,0,Detached,"Carport, Drvwy/Off Str",FALSE
MC8362845,GAITHERSBURG,20878,354990,354990,342000,WARTHER,SOLD,3,8/6/2014,26,26,4,3,,53,2868,2002,Townhouse,"Surface, Assigned",FALSE
MC8331144,CLARKSBURG,20871,339000,339000,335000,ARORA HILLS CODM ASSN IN,SOLD,3,8/6/2014,19,20,3,3,132,83,,2600,Townhouse,Garage,TRUE
MC8373806,SILVER SPRING,20906,339000,339000,337000,GREENWOOD KNOLLS,SOLD,3,8/6/2014,21,21,2,3,,,6260,0,Detached,Drvwy/Off Str,FALSE
MC8373457,SILVER SPRING,20906,319900,319900,319000,STONEYBROOK ESTATES,SOLD,3,8/6/2014,8,8,2,3,,,7405,0,Detached,"Drvwy/Off Str, Paved Driveway, Street, Faces Front",FALSE
MC8390113,SILVER SPRING,20906,169900,169900,169900,GREENS AT LEISURE WORLD ,SOLD,3,8/6/2014,4,4,2,2,570,0,,1115,Hi-Rise 9+ Floors,Garage,TRUE
MC8356029,BETHESDA,20852,165000,165000,152000,GROSVENOR PARK III,SOLD,3,8/6/2014,54,54,1,0,350,,,328,Hi-Rise 9+ Floors,Unassigned,FALSE
MC8355958,SILVER SPRING,20904,150000,158000,135000,THE VINEYARDS CODM,SOLD,3,8/6/2014,63,63,2,2,350.27,0,,1070,Garden 1-4 Floors,Unassigned,FALSE
MC8302920,POTOMAC,20854,1945000,2200000,1700000,GREAT FALLS ESTATES,SOLD,3,8/7/2014,101,101,8,7,,,88427,0,Detached,"DW - Circular, Garage, Garage Door Opener, Concrete Driveway",TRUE
MC8360801,POTOMAC,20854,1485000,1485000,1400000,LAKE POTOMAC,SOLD,3,8/7/2014,48,48,5,5,,,155509,0,Detached,Garage,TRUE
MC8293131,POTOMAC,20854,1299000,1525000,1300000,RIVER FALLS,SOLD,3,8/7/2014,92,92,6,6,,,34676,5600,Detached,Garage,TRUE
MC8362555,POTOMAC,20854,969500,969500,920000,AVENEL,SOLD,3,8/7/2014,27,27,4,4,,295,3557,2706,Townhouse,"Garage, Asphalt Driveway",TRUE
MC8390795,BETHESDA,20817,924500,924500,924500,SONOMA,SOLD,3,8/7/2014,3,3,3,3,,,6526,0,Detached,"Garage, Paved Driveway, Garage Door Opener",TRUE
MC8388875,BETHESDA,20816,899000,899000,899000,SPRINGFIELD,SOLD,3,8/7/2014,5,5,4,5,,,8161,0,Detached,Garage,TRUE
MC8374750,BROOKEVILLE,20833,760000,760000,758000,DELLABROOKE FOREST,SOLD,3,8/7/2014,30,30,5,4,,94,16160,0,Detached,"Garage, Drvwy/Off Str",TRUE
MC8371139,POTOMAC,20854,725000,725000,725000,FOX HILLS,SOLD,3,8/7/2014,16,16,3,4,,,10216,2041,Detached,Garage,TRUE
MC8401408,TAKOMA PARK,20912,699000,699000,740000,TAKOMA PARK,SOLD,3,8/7/2014,6,6,2,4,,,4889,1787,Detached,Drvwy/Off Str,FALSE
MC8390779,BETHESDA,20814,655000,655000,648000,ROCK CREEK HIGHLANDS,SOLD,3,8/7/2014,7,84,3,4,,,12093,0,Detached,Drvwy/Off Str,FALSE
MC8376916,SILVER SPRING,20905,649000,649000,649000,NAPLES MANOR,SOLD,3,8/7/2014,28,28,4,5,,268,19821,0,Detached,Garage,TRUE
MC8347312,POTOMAC,20854,570000,609888.88,546000,MONTGOMERY SQUARE,SOLD,3,8/7/2014,51,51,3,6,,,10858,0,Detached,Garage,TRUE
MC8285351,SILVER SPRING,20902,559000,579000,550000,KEMP MILL ESTATES,SOLD,3,8/7/2014,115,115,4,6,,,9375,0,Detached,Drvwy/Off Str,FALSE
MC8327511,ROCKVILLE,20852,524900,524900,515000,GALLERY AT WHITE FLINT P,SOLD,3,8/7/2014,89,89,2,2,481,,,1419,Hi-Rise 9+ Floors,"Assigned, Garage",TRUE
MC8388255,NORTH BETHESDA,20852,475000,475000,442000,LUXBERRY COURTS CODM,SOLD,3,8/7/2014,11,11,2,2,250,,,1246,Garden 1-4 Floors,Garage,TRUE
MC8364502,SILVER SPRING,20902,425000,425000,430000,CHESTNUT RIDGE MANOR,SOLD,3,8/7/2014,7,7,2,3,,,6553,0,Detached,"Concrete Driveway, Drvwy/Off Str",FALSE
MC8356438,SILVER SPRING,20906,409900,409900,387000,CREEKSIDE @ LEISURE WORL,SOLD,3,8/7/2014,46,46,2,2,650,0,,1764,Mid-Rise 5-8 Floors,Garage,TRUE
MC8330263,SILVER SPRING,20904,409000,418000,409000,FAIRVIEW ESTATES,SOLD,3,8/7/2014,46,46,5,5,,0,9750,2730,Detached,Drvwy/Off Str,FALSE
MC8380609,OLNEY,20832,402500,394900,402500,HALLOWELL,SOLD,3,8/7/2014,3,3,3,3,,90,1700,0,Townhouse,Assigned,FALSE
MC8335388,TAKOMA PARK,20912,399900,439000,387500,TAKOMA PARK,SOLD,3,8/7/2014,71,71,4,3,,,1500,0,Attach/Row Hse,Garage,TRUE
MC8369724,GAITHERSBURG,20879,399900,399900,395000,HUNTERS WOODS,SOLD,3,8/7/2014,7,7,3,4,,,11888,0,Detached,"Garage, Paved Driveway, Street",TRUE
MC8394738,BETHESDA,20814,395000,395000,395000,BRISTOL SQUARE CODM,SOLD,3,8/7/2014,6,6,3,3,279,,,1435,Townhouse,"Permit Required, Unassigned",FALSE
MC8403588,SILVER SPRING,20903,369000,369000,363500,HILLANDALE HEIGHTS,SOLD,3,8/7/2014,7,7,4,4,,,12790,3336,Detached,Drvwy/Off Str,FALSE
MC8394970,GERMANTOWN,20874,365000,365000,370000,GUNNERS VIEW,SOLD,3,8/7/2014,4,4,4,3,,10.5,7430,0,Detached,"Garage, Drvwy/Off Str",TRUE
MC8393825,ROCKVILLE,20851,325000,325000,325000,TWINBROOK,SOLD,3,8/7/2014,7,7,2,5,,,6898,0,Detached,Drvwy/Off Str,FALSE
MC8400863,SILVER SPRING,20906,319900,319900,310000,CONN AVE ESTATES,SOLD,3,8/7/2014,14,14,2,3,,,7905,0,Detached,Brick Driveway,FALSE
MC8401970,MONTGOMERY VILLAGE,20886,299900,299900,306500,SUFFOLK PLACE,SOLD,3,8/7/2014,5,5,4,4,,285.77,2100,0,Townhouse,"Assigned, Surface",FALSE
MC8325671,SILVER SPRING,20904,295000,295000,280000,HOLLYWOOD PARK,SOLD,3,8/7/2014,39,39,2,3,,,26943,0,Detached,Drvwy/Off Str,FALSE
MC8362682,SILVER SPRING,20910,274900,274900,283500,ROCK CREEK GARDENS,SOLD,3,8/7/2014,5,5,1,2,483,,,1300,Garden 1-4 Floors,Gen Comm Elem,FALSE
MC8365175,SILVER SPRING,20906,264900,264900,249000,THE GRNS AT LEISURE WRLD,SOLD,3,8/7/2014,39,39,2,2,673,0,,1520,Hi-Rise 9+ Floors,Garage,TRUE
MC8329364,BETHESDA,20814,247000,290000,247000,PARKSIDE CODM,SOLD,3,8/7/2014,64,64,1,3,398,,,975,Garden 1-4 Floors,"Permit Required, Unassigned",FALSE
MC8375710,GERMANTOWN,20874,219900,239900,210000,GUNNERS LAKE VILLAGE,SOLD,3,8/7/2014,46,46,2,2,,68,1500,0,Townhouse,Assigned,FALSE
MC8406998,GAITHERSBURG,20886,200000,200000,200000,CLUBSIDE,SOLD,3,8/7/2014,4,4,3,3,,330.6,823,0,Townhouse,"Drvwy/Off Str, Unassigned",FALSE
MC8367764,GAITHERSBURG,20886,127000,125000,120000,MILLS CHOICE CODM,SOLD,3,8/7/2014,21,21,2,2,542,0,,1121,Garden 1-4 Floors,Unassigned,FALSE
MC8407168,GAITHERSBURG,20877,119000,119000,112000,VILLA RIDGE,SOLD,3,8/7/2014,5,5,2,3,688,0,,1349,Garden 1-4 Floors,Faces Front,FALSE
MC8374524,BETHESDA,20816,1590000,1649000,1565000,GLEN ECHO HEIGHTS,SOLD,3,8/8/2014,31,170,5,4,,,7181,0,Detached,"Garage, Brick Driveway",TRUE
MC8381874,BETHESDA,20816,1375000,1375000,1325000,FORT SUMNER,SOLD,3,8/8/2014,5,5,3,5,,,10271,0,Detached,"Garage, Garage Door Opener, Drvwy/Off Str",TRUE
MC8320841,KENSINGTON,20895,1275000,1275000,1250000,PARKWOOD,SOLD,3,8/8/2014,0,0,4,5,,,11024,0,Detached,"Garage, Drvwy/Off Str",TRUE
MC8364747,BETHESDA,20814,1199000,1199000,1199000,WESTBORO,SOLD,3,8/8/2014,7,7,4,4,,,5087,2750,Detached,"Street, On-site Prk/Sale",FALSE
MC8395291,BETHESDA,20817,1199000,1199000,1199000,AL MARAH,SOLD,3,8/8/2014,6,6,5,5,,50,17486,4950,Detached,Garage,TRUE
MC8369633,BETHESDA,20814,1159000,1159000,1200000,WESTBORO,SOLD,3,8/8/2014,4,4,4,4,,,5736,0,Detached,"Permit Required, Street",FALSE
MC8340445,POTOMAC,20854,1149000,1199000,1000000,PINEY GLEN VILLAGE,SOLD,3,8/8/2014,29,29,5,5,,68,41688,0,Detached,"Garage, Faces Side, Heated, Garage Door Opener, DW - Circular",TRUE
MC8347824,ROCKVILLE,20854,899900,949900,888000,GLEN OAKS,SOLD,3,8/8/2014,47,47,4,4,,,16176,0,Detached,Garage,TRUE
MC8390102,ROCKVILLE,20854,880000,880000,875000,BEVERLY FARMS,SOLD,3,8/8/2014,8,49,4,6,,,20010,0,Detached,"Drvwy/Off Str, Garage",TRUE
MC8384006,SILVER SPRING,20910,799000,799000,763500,WOODSIDE,SOLD,3,8/8/2014,18,18,3,4,,,11250,0,Detached,"Drvwy/Off Str, Garage, Garage Door Opener",TRUE
MC8383985,POTOMAC,20854,789900,789900,785000,FOX HILLS,SOLD,3,8/8/2014,7,7,3,4,,,10800,2456,Detached,Garage,TRUE
MC8302391,NORTH BETHESDA,20852,675000,749000,655000,GALLERY AT WHITE FLINT P,SOLD,3,8/8/2014,55,55,2,2,605,,,1962,Hi-Rise 9+ Floors,"Assigned, Garage, Under Home Parking, Additional Storage Area",TRUE
MC8344141,ROCKVILLE,20852,674900,674900,660000,PT ROCKVILLE TWN RES. 1,SOLD,3,8/8/2014,44,44,4,4,,143,2580,0,Townhouse,Garage,TRUE
MC8360184,CHEVY CHASE,20815,674000,739000,645000,PARK VIEW ESTATES,SOLD,3,8/8/2014,42,42,3,5,,,19070,0,Detached,Carport,FALSE
MC8380797,GAITHERSBURG,20878,650000,650000,625000,MISSION HILLS,SOLD,3,8/8/2014,16,16,4,5,,25,8309,0,Detached,Garage,TRUE
MC8362389,BETHESDA,20814,649900,699000,641000,ROSEDALE PARK,SOLD,3,8/8/2014,37,37,3,3,,,4800,0,Detached,Street,FALSE
MC8338319,BETHESDA,20816,630000,800000,630000,BROOKDALE,SOLD,3,8/8/2014,64,64,3,2,,,6000,0,Detached,"Concrete Driveway, Private 1-10 Spaces",FALSE
MC8375079,CHEVY CHASE,20815,622000,622000,636000,KENWOOD FOREST II,SOLD,3,8/8/2014,5,5,3,3,271,,,1125,Townhouse,Unassigned,FALSE
MC8380900,BETHESDA,20817,619000,619000,655000,ASHBURTON,SOLD,3,8/8/2014,6,6,3,4,,,6752,0,Detached,Drvwy/Off Str,FALSE
MC8426855,GAITHERSBURG,20878,611150,611150,611150,CROWN FARM,SOLD,3,8/8/2014,4,4,5,4,,102,1040,1853,Townhouse,"Drvwy/Off Str, Garage",TRUE
MC8360607,ROCKVILLE,20850,608000,635000,600000,ROCKSHIRE,SOLD,3,8/8/2014,49,49,3,4,,50,8500,2072,Detached,Garage,TRUE
MC8334729,NORTH POTOMAC,20878,594888,594888,584000,MILLS FARM,SOLD,3,8/8/2014,67,67,3,5,,0,10502,2562,Detached,Garage,TRUE
MC8360444,OLNEY,20832,509000,529000,507000,OLNEY MILL,SOLD,3,8/8/2014,45,45,4,5,,55,15294,0,Detached,Garage,TRUE
MC8374696,ROCKVILLE,20850,499900,514900,499900,DECOVERLY ADVENTURE,SOLD,3,8/8/2014,22,22,3,3,,110,2460,0,Townhouse,"Garage, Drvwy/Off Str",TRUE
MC8355904,ROCKVILLE,20850,475000,500000,455000,KING FARM BAILEYS COMMON,SOLD,3,8/8/2014,12,12,4,3,,100.35,2002,1950,Townhouse,Garage,TRUE
MC8290032,SILVER SPRING,20906,472000,529000,466000,LAYHILL VILL EAST,SOLD,3,8/8/2014,112,112,3,5,,,19104,0,Detached,"Garage, Drvwy/Off Str, Garage Door Opener, Concrete Driveway",TRUE
MC8390315,CLARKSBURG,20871,459900,470000,460000,CLARKSBURG TOWN CENTER,SOLD,3,8/8/2014,21,21,4,3,,101.75,3528,2886,Townhouse,"Garage, Drvwy/Off Str, Street",TRUE
MC8388435,SILVER SPRING,20906,455000,455000,440000,LONGMEAD,SOLD,3,8/8/2014,12,12,3,3,,60,6022,0,Detached,"Garage, Paved Driveway, Faces Front",TRUE
MC8409069,SILVER SPRING,20902,445000,445000,445000,FOREST ESTATES,SOLD,3,8/8/2014,5,5,3,3,,,7251,0,Detached,Drvwy/Off Str,FALSE
