ML#,City,State,Zip 4,Zip Code,List Price,Original List Price,Close Price,Advertised Subdivision,Legal Subdivision,Status,Close Date,DOMM,DOMP,Baths All,Baths Half,Baths Full,Bedrooms,Condo Coop Fee,Cooling,Dining Kitchen,Farm,Fireplaces,Heating,HOA,HOA Fee,Lot Sqft,Total Square Footage,Townhouse Type,Type,Parking
MC8289725,CLARKSBURG,MD,4320,20871,499990,499990,499990,CLARKSBURG TOWN CENTER,CLARKSBURG TOWN CENTER,SOLD,4/30/2014,1,1,4,1,3,5,,"Ceiling Fan(s), Central Air Conditioning","Kit-Dining Combo, Butlers Pantry, Sep Dining Rm",FALSE,1,Heat Pump(s),TRUE,85.25,4078,3948,,Detached,"Drvwy/Off Str, Garage"
MC8259973,GAITHERSBURG,MD,5602,20886,499950,499950,499950,ASHFORD MONTG VILL,ASHFORD MONTG VILL,SOLD,2/27/2014,0,0,4,1,3,6,,Central Air Conditioning,"Sep Dining Rm, Breakfast Room, Kit-Country, Kit-Island",FALSE,1,Forced Air,TRUE,268,11740,0,,Detached,Garage
MC7969973,BROOKEVILLE,MD,1109,20833,499900,565000,499900,PT OLNEY OUT RES 2,OLNEY OUT RES (2),SOLD,6/11/2014,119,119,3,0,3,5,,"Attic Fan, Ceiling Fan(s), Heat Pump(s)","Gourmet, Kit-Island, Kit-Table Space, Sep Dining Rm, Eat-In Kitchen",FALSE,2,Heat Pump(s),FALSE,,25553,0,,Detached,"Carport, Drvwy/Off Str"
MC8066832,ROCKVILLE,MD,1554,20851,499900,529900,462500,TWINBROOK FOREST,TWINBROOK FOREST,SOLD,1/31/2014,250,250,3,1,2,5,,Central Air Conditioning,"Breakfast Room, Gourmet",FALSE,1,"Central, Forced Air",FALSE,,7446,2882,,Detached,Drvwy/Off Str
MC8172010,NORTH POTOMAC,MD,3765,20878,499900,549900,490000,MILLS FARM,MILLS FARM,SOLD,1/21/2014,99,99,3,1,2,4,,Central Air Conditioning,Sep Dining Rm,FALSE,1,Heat Pump(s),FALSE,,11686,0,,Detached,Garage
MC8181540,GERMANTOWN,MD,1880,20874,499900,545000,499900,FOUNTAIN HILLS,FOUNTAIN HILLS,SOLD,4/4/2014,180,180,4,1,3,4,,Central Air Conditioning,"Gourmet, Kit-Island, Breakfast nook, Sep Dining Rm",FALSE,1,Forced Air,TRUE,56.5,4936,3537,,Detached,Garage
MC8196650,BETHESDA,MD,2141,20814,499900,543000,490000,GROSVENOR MEWS,GROSVENOR MEWS,SOLD,2/3/2014,71,71,4,2,2,2,,Central Air Conditioning,"Kit-Table Space, Sep Dining Rm",FALSE,1,Forced Air,TRUE,330,1509,1610,Interior,Townhouse,Assigned
MC8197597,BETHESDA,MD,,20816,499900,525000,485000,SUMNER VILLAGE #1,SUMNER VILLAGE #1,SOLD,1/10/2014,73,73,2,0,2,2,872.49,Central Air Conditioning,"Kit-Table Space, Sep Dining Rm",FALSE,1,Forced Air,FALSE,,,1553,,Garden 1-4 Floors,Assigned
MC8210593,NORTH BETHESDA,MD,2691,20852,499900,499900,491900,THE GALLERY,GALLERY AT WHITE FLINT P,SOLD,1/16/2014,33,33,2,0,2,2,491,Central Air Conditioning,"Gourmet, Liv-Din Combo",FALSE,1,Forced Air,FALSE,,,1318,,Hi-Rise 9+ Floors,"Assigned, Garage"
MC8224754,OLNEY,MD,2901,20832,499900,499900,495000,CHERRYWOOD,CHERRYWOOD,SOLD,1/8/2014,7,7,3,1,2,3,,"Central Air Conditioning, Ceiling Fan(s)","Breakfast Room, Fam Rm Off Kit, Kit-Breakfast Bar, Sep Dining Rm, Breakfast nook",FALSE,2,Forced Air,TRUE,59,12330,2502,,Detached,"Garage, Drvwy/Off Str"
MC8233733,SANDY SPRING,MD,1107,20860,499900,499900,475000,OLNEY OUT RES (3),OLNEY OUT RES (3),SOLD,3/10/2014,37,37,2,0,2,3,,Window Unit(s),"Kit-Table Space, Sep Dining Rm",FALSE,1,"Central, Forced Air",FALSE,,133729,1270,,Detached,Garage
MC8250107,GAITHERSBURG,MD,1049,20877,499900,499900,475000,MINERAL SPRING VILLAGE,MINERAL SPRING VILLAGE,SOLD,5/30/2014,15,15,4,1,3,4,,Central Air Conditioning,"Fam Rm Off Kit, Sep Dining Rm, Eat-In Kitchen, Kit-Island",FALSE,1,Forced Air,TRUE,89,5785,3516,,Detached,Garage
MC8259506,ROCKVILLE,MD,4643,20852,499900,499900,500000,GROSVENOR PARK III,GROSVENOR PARK III,SOLD,3/3/2014,5,5,3,1,2,3,1253.1,Central Air Conditioning,"Kit-Table Space, Sep Dining Rm",FALSE,1,Forced Air,FALSE,,,1754,,Hi-Rise 9+ Floors,"Garage, Permit Required, Surface"
MC8261316,SILVER SPRING,MD,3826,20901,499900,525000,481500,HIGHLAND VIEW,HIGHLAND VIEW,SOLD,6/24/2014,111,111,3,1,2,3,,"Central Air Conditioning, Ceiling Fan(s)","Gourmet, Sep Dining Rm",FALSE,1,Heat Pump(s),FALSE,,8349,0,,Detached,Street
MC8279516,ROCKVILLE,MD,5964,20850,499900,499900,485000,KING FARM WATKINS POND,KING FARM WATKINS POND,SOLD,5/2/2014,34,34,3,1,2,3,,Central Air Conditioning,Sep Dining Rm,FALSE,1,Forced Air,TRUE,100.35,1486,0,Interior,Townhouse,Garage
MC8295150,OLNEY,MD,1735,20832,499900,499900,499900,OLNEY SQUARE,OLNEY SQUARE,SOLD,5/16/2014,17,17,4,1,3,4,,Central Air Conditioning,"Kit-Country, Sep Dining Rm",FALSE,1,Forced Air,FALSE,,13611,0,,Detached,Garage
MC8303897,SILVER SPRING,MD,2320,20906,499900,499900,490000,STRATHMORE AT BEL PRE,STRATHMORE AT BEL PRE,SOLD,5/7/2014,9,9,4,0,4,6,,"Central Air Conditioning, Programmable Thermostat","Kit-Table Space, Kit-Breakfast Bar, Gourmet, Fam Rm Off Kit, Sep Dining Rm",FALSE,1,"Programmable Thermostat, Forced Air",TRUE,225,17735,2930,,Detached,Garage
MC8316631,DERWOOD,MD,1945,20855,499900,499900,499900,PARK OVERLOOK,PARK OVERLOOK,SOLD,5/19/2014,10,10,4,1,3,4,,Central Air Conditioning,"Eat-In Kitchen, Gourmet, Kit-Island, Sep Dining Rm",FALSE,1,Heat Pump(s),FALSE,,18897,2542,,Detached,Garage
MC8326582,SILVER SPRING,MD,2643,20901,499900,499900,500000,WOODMOOR,WOODMOOR,SOLD,6/10/2014,6,6,3,0,3,4,,Central Air Conditioning,Sep Dining Rm,FALSE,1,Forced Air,FALSE,,6638,2300,,Detached,Paved Driveway
MC8327357,OLNEY,MD,2146,20832,499900,499900,500000,WILLIAMSBURG VILLAGE,WILLIAMSBURG VILLAGE,SOLD,6/13/2014,6,6,4,2,2,3,,"Ceiling Fan(s), Central Air Conditioning","Kit-Table Space, Sep Dining Rm",FALSE,1,Forced Air,FALSE,,21610,2138,,Detached,"Drvwy/Off Str, Garage"
MC8330353,SILVER SPRING,MD,5478,20904,499900,499900,501000,LANDFARE,LANDFARE,SOLD,6/9/2014,7,7,4,2,2,4,,"Central Air Conditioning, Ceiling Fan(s)","Fam Rm Off Kit, Kit-Island, Kit-Table Space, Sep Dining Rm, Eat-In Kitchen",FALSE,0,Heat Pump(s),FALSE,,13065,0,,Detached,Garage
MC8330320,GERMANTOWN,MD,6186,20874,499900,525000,485000,KINGSVIEW RIDGE,KINGSVIEW RIDGE,SOLD,6/18/2014,33,33,4,1,3,4,,"Central Air Conditioning, Ceiling Fan(s)","Eat-In Kitchen, Sep Dining Rm",TRUE,1,Forced Air,TRUE,116,12408,0,,Detached,"Drvwy/Off Str, Garage"
MC8329635,ROCKVILLE,MD,2648,20853,499900,499900,500000,BEL PRE WOODS,BEL PRE WOODS,SOLD,5/28/2014,4,4,3,1,2,5,,Central Air Conditioning,"Kit-Table Space, Sep Dining Rm",FALSE,1,Forced Air,FALSE,,9617,0,,Detached,Carport
MC8335658,SILVER SPRING,MD,5642,20905,499900,519500,499900,PEACHWOOD,PEACHWOOD,SOLD,6/18/2014,32,32,4,1,3,5,,Central Air Conditioning,"Kit-Island, Sep Dining Rm, Breakfast Room",FALSE,1,Forced Air,FALSE,,14789,0,,Detached,Garage
MC8334355,SILVER SPRING,MD,6409,20905,499900,499900,500000,FAIRLAND ACRES,FAIRLAND ACRES,SOLD,6/9/2014,18,18,3,1,2,4,,Central Air Conditioning,"Gourmet, Butlers Pantry, Sep Dining Rm, Eat-In Kitchen",FALSE,1,Forced Air,TRUE,230,11621,0,,Detached,Garage
MC8336768,SILVER SPRING,MD,6049,20905,499900,499900,500000,PEACHWOOD,PEACHWOOD,SOLD,6/30/2014,3,3,4,1,3,4,,"Central Air Conditioning, Ceiling Fan(s)","Fam Rm Off Kit, Gourmet, Kit-Island, Sep Dining Rm, Eat-In Kitchen, Kit-Table Space",FALSE,2,Forced Air,FALSE,,13180,0,,Detached,Garage
MC8346067,SILVER SPRING,MD,5724,20905,499900,499900,520000,STONEGATE,STONEGATE,SOLD,6/27/2014,4,4,3,0,3,3,,"Central Air Conditioning, Ceiling Fan(s)","Kit-Island, Kit-Table Space, Kit-Family Combo, Gourmet, Fam Rm Off Kit",FALSE,1,Forced Air,TRUE,0,15817,2975,,Detached,Garage
MC8347488,BETHESDA,MD,2005,20814,499900,499900,502000,BETHESDA OVERLOOK,BETHESDA OVERLOOK,SOLD,6/30/2014,6,6,3,0,3,3,327,Central Air Conditioning,Sep Dining Rm,FALSE,1,90% Forced Air,FALSE,,,1893,End,Townhouse,Assigned
MC8360937,DERWOOD,MD,2576,20855,499900,499900,493500,MILL CREEK SOUTH,MILL CREEK SOUTH,SOLD,6/27/2014,5,5,3,1,2,4,,"Ceiling Fan(s), Central Air Conditioning","Fam Rm Off Kit, Sep Dining Rm",FALSE,1,Forced Air,FALSE,,11733,0,,Detached,Garage
MC8254306,SILVER SPRING,MD,5879,20905,499700,499700,495000,NAPLES MANOR,NAPLES MANOR,SOLD,4/10/2014,28,132,4,1,3,4,,Central Air Conditioning,"Breakfast Room, Kit-Table Space, Sep Dining Rm",FALSE,1,Heat Pump(s),FALSE,,14000,0,,Detached,Garage
MC8277856,SILVER SPRING,MD,5030,20901,499500,499500,524500,DUMONT OAKS,DUMONT OAKS,SOLD,5/2/2014,7,7,4,1,3,4,,Central Air Conditioning,"Breakfast Room, Kit-Island, Kit-Table Space, Sep Dining Rm",FALSE,2,Forced Air,TRUE,32.13,13205,0,,Detached,Garage
MC8263454,SILVER SPRING,MD,7403,20905,499500,499500,490000,NAPLES MANOR,NAPLES MANOR,SOLD,3/10/2014,5,81,4,1,3,4,,"Central Air Conditioning, Ceiling Fan(s)",Sep Dining Rm,FALSE,1,Forced Air,FALSE,,16000,0,,Detached,"Garage, Drvwy/Off Str"
MC8270486,GAITHERSBURG,MD,1933,20878,499500,499500,500000,FERNSHIRE FARMS,FERNSHIRE FARMS,SOLD,4/2/2014,9,85,3,1,2,4,,Central Air Conditioning,"Fam Rm Off Kit, Galley Kitchen, Sep Dining Rm, Breakfast nook",FALSE,0,Forced Air,FALSE,,9330,2510,,Detached,"Garage, Drvwy/Off Str, Free, Street"
MC8299252,POTOMAC,MD,2716,20854,499500,499500,506000,INVERNESS FOREST TH,INVERNESS FOREST TH,SOLD,4/15/2014,9,9,4,2,2,3,,Central Air Conditioning,"Eat-In Kitchen, Sep Dining Rm",FALSE,1,"Forced Air, Heat Pump(s)",TRUE,352,2200,2309,Interior,Townhouse,Assigned
MC8077918,POOLESVILLE,MD,8872,20837,499000,629000,485900,POOLESVILLE OUTSIDE,POOLESVILLE OUTSIDE,SOLD,2/28/2014,259,259,4,1,3,6,,"Ceiling Fan(s), Central Air Conditioning, Zoned",Kit-Country,FALSE,0,"Central, Forced Air, Zoned",FALSE,,92347,0,,Detached,Paved Driveway
MC8154949,SILVER SPRING,MD,6344,20904,499000,549900,499000,KIMBLEWICK,KIMBLEWICK,SOLD,3/28/2014,164,164,4,0,4,5,,Central Air Conditioning,"Breakfast Room, Butlers Pantry, Fam Rm Off Kit, Kit-Country, Kit-Table Space, Sep Dining Rm, Eat-In Kitchen",FALSE,1,Forced Air,FALSE,,18486,4185,,Detached,"Drvwy/Off Str, Garage, Private 1-10 Spaces, Faces Front, Garage Door Opener, Asphalt Driveway"
MC8167978,SILVER SPRING,MD,5404,20904,499000,550000,460000,FAIRLAND ESTATES,FAIRLAND ESTATES,SOLD,3/4/2014,163,163,4,1,3,4,,Central Air Conditioning,Kit-Island,FALSE,2,90% Forced Air,FALSE,,27308,0,,Detached,"Covered Parking, Drvwy/Off Str, Concrete Driveway, Garage"
MC8179837,MONTGOMERY VILLAGE,MD,3120,20886,499000,539000,499000,WHETSTONE,WHETSTONE,SOLD,4/10/2014,176,176,5,2,3,5,,Central Air Conditioning,"Sep Dining Rm, Eat-In Kitchen, Kit-Table Space, Gourmet",FALSE,3,Central,TRUE,360,9584,5671,,Detached,"Garage, Drvwy/Off Str"
MC8218597,ROCKVILLE,MD,1118,20852,499000,525000,485000,HUNGERFORD,HUNGERFORD,SOLD,2/5/2014,43,43,2,0,2,4,,Central Air Conditioning,"Fam Rm Off Kit, Kit-Country, Kit-Table Space",FALSE,1,Forced Air,FALSE,,7471,0,,Detached,Drvwy/Off Str
MC8243015,SILVER SPRING,MD,3417,20901,499000,525000,499000,BRANWELL PARK,BRANWELL PARK,SOLD,5/28/2014,118,118,2,0,2,3,,"Central Air Conditioning, Ceiling Fan(s)",Sep Dining Rm,FALSE,1,Heat Pump(s),FALSE,,7745,1970,,Detached,"Garage, Drvwy/Off Str, Concrete Driveway"
MC8240830,ROCKVILLE,MD,1917,20855,499000,499900,485000,CANDLEWOOD PARK,CANDLEWOOD PARK,SOLD,2/7/2014,26,26,3,1,2,4,,Central Air Conditioning,"Gourmet, Sep Dining Rm, Kit-Table Space",FALSE,1,Forced Air,FALSE,,18647,2171,,Detached,"Drvwy/Off Str, Garage"
MC8249264,SILVER SPRING,MD,2206,20906,499000,499000,490000,LAYHILL VILLAGE,LAYHILL VILLAGE,SOLD,3/19/2014,9,9,4,2,2,5,,Central Air Conditioning,"Kit-Table Space, Sep Dining Rm, Eat-In Kitchen",FALSE,1,Forced Air,FALSE,,20500,4575,,Detached,Garage
MC8255292,KENSINGTON,MD,1321,20895,499000,499000,482500,ROCK CREEK PALISADES,ROCK CREEK PALISADES,SOLD,3/5/2014,14,14,2,0,2,3,,Central Air Conditioning,Kit-Dining Combo,FALSE,0,Forced Air,FALSE,,8391,0,,Detached,Drvwy/Off Str
MC8257960,SILVER SPRING,MD,2258,20910,499000,499000,499000,WOODSIDE,WOODSIDE,SOLD,3/5/2014,6,6,4,1,3,4,,Central Air Conditioning,"Sep Dining Rm, Kit-Table Space",FALSE,1,"Central, Forced Air",TRUE,299,1426,2388,Interior,Townhouse,"Assigned, Street"
MC8267705,SILVER SPRING,MD,3627,20901,499000,499000,499000,LONG BRANCH VILLAGE,LONG BRANCH VILLAGE,SOLD,5/1/2014,22,22,3,0,3,4,,"Central Air Conditioning, Window Unit(s)",Kit-Living Combo,FALSE,1,Forced Air,FALSE,,5473,1769,,Detached,Drvwy/Off Str
MC8271834,SILVER SPRING,MD,5239,20910,499000,499000,515000,BLAIR,BLAIR,SOLD,3/19/2014,4,4,3,0,3,3,,Central Air Conditioning,"Kit-Table Space, Sep Dining Rm",FALSE,0,Radiator,FALSE,,6985,0,,Detached,"Faces Side, Drvwy/Off Str"
MC8278037,GAITHERSBURG,MD,1314,20882,499000,499000,480000,FOXLAIR ACRES,FOXLAIR ACRES,SOLD,4/16/2014,12,12,3,1,2,4,,Heat Pump(s),"Breakfast Room, Fam Rm Off Kit, Sep Dining Rm, Eat-In Kitchen, Kit-Table Space",FALSE,1,"Heat Pump(s), Baseboard",FALSE,,49953,3392,,Detached,"Drvwy/Off Str, Garage, Shared Driveway, Faces Side, Garage Door Opener, Paved Driveway"
MC8276935,POTOMAC,MD,2590,20854,499000,499000,499000,FOX HILLS,FOX HILLS,SOLD,4/10/2014,7,7,3,1,2,2,,"Central Air Conditioning, Heat Pump(s)",Kit-Dining Combo,FALSE,0,Heat Pump(s),TRUE,126,1784,1596,End,Townhouse,Assigned
MC8280615,SILVER SPRING,MD,5337,20904,499000,519900,477500,SNOWDENS MILL,SNOWDENS MILL,SOLD,5/15/2014,31,31,4,1,3,4,,Central Air Conditioning,"Gourmet, Kit-Table Space, Sep Dining Rm, Eat-In Kitchen, Kit-Breakfast Bar",FALSE,1,Forced Air,TRUE,200,10890,3190,,Detached,Garage
MC8283624,POTOMAC,MD,,20854,499000,540000,499000,PARK POTOMAC,PARK POTOMAC CODM,SOLD,6/17/2014,66,66,2,0,2,2,469.16,"Ceiling Fan(s), Central Air Conditioning","Gourmet, Fam Rm Off Kit, Kit-Island, Breakfast Room",FALSE,0,Other,FALSE,,,998,,Hi-Rise 9+ Floors,"Garage, Assigned"
MC8296936,SILVER SPRING,MD,3507,20901,499000,499000,515000,HIGHLAND VIEW,HIGHLAND VIEW,SOLD,4/30/2014,6,6,3,0,3,4,,"Central Air Conditioning, ENERGY STAR Cooling System, Programmable Thermostat","Kit-Dining Combo, Eat-In Kitchen",FALSE,1,Forced Air,FALSE,,6042,0,,Detached,Street
MC8297238,SILVER SPRING,MD,1210,20903,499000,499000,499000,HILLANDALE,HILLANDALE,SOLD,5/30/2014,4,4,3,0,3,4,,"Central Air Conditioning, Ceiling Fan(s)",Breakfast Room,FALSE,1,Forced Air,FALSE,,12254,2050,,Detached,Garage
MC8301710,SILVER SPRING,MD,2214,20906,499000,499000,530000,LAYHILL VILLAGE,LAYHILL VILLAGE,SOLD,4/18/2014,3,3,4,2,2,5,,Central Air Conditioning,"Kit-Country, Gourmet, Fam Rm Off Kit, Sep Dining Rm",FALSE,3,Forced Air,FALSE,,18319,3780,,Detached,"Garage, Drvwy/Off Str, Riverstone Driveway, Street, Faces Side"
MC8325664,SILVER SPRING,MD,2107,20910,499000,499000,510000,WOODSIDE,WOODSIDE,SOLD,6/9/2014,5,5,1,0,1,2,,Central Air Conditioning,"Kit-Table Space, Sep Dining Rm",FALSE,0,Forced Air,FALSE,,7500,1194,,Detached,Drvwy/Off Str
MC8329829,SILVER SPRING,MD,2713,20901,499000,499000,497000,WOODMOOR,INDIAN SPRING VILLAGE,SOLD,6/30/2014,12,34,2,0,2,3,,Central Air Conditioning,Sep Dining Rm,FALSE,1,Forced Air,FALSE,,12687,12687,,Detached,"Drvwy/Off Str, DW - Circular"
MC8334822,SILVER SPRING,MD,2257,20910,499000,499000,490000,WOODSIDE,WOODSIDE,SOLD,6/27/2014,25,25,4,1,3,4,,Central Air Conditioning,"Kit-Table Space, Sep Dining Rm, Eat-In Kitchen",FALSE,1,Forced Air,TRUE,310,2201,0,End,Townhouse,On-site Prk/Sale
MC8337154,KENSINGTON,MD,1313,20895,499000,499000,499000,ROCK CREEK PALISADES,ROCK CREEK PALISADES,SOLD,6/26/2014,10,10,2,0,2,3,,Central Air Conditioning,Sep Dining Rm,FALSE,0,Forced Air,FALSE,,7972,1687,,Detached,"Drvwy/Off Str, Street"
MC8338144,ROCKVILLE,MD,2550,20853,499000,499000,500000,ROCK CREEK MANOR,ROCK CREEK MANOR,SOLD,6/27/2014,9,9,3,1,2,4,,"Attic Fan, Ceiling Fan(s), Central Air Conditioning",Kit-Island,FALSE,1,Forced Air,FALSE,,14400,2225,,Detached,"Garage, Other"
MC8348009,SILVER SPRING,MD,1508,20901,499000,499000,499000,WOODMOOR,WOODMOOR,SOLD,6/27/2014,7,7,2,0,2,3,,Central Air Conditioning,Sep Dining Rm,FALSE,1,Forced Air,FALSE,,6442,0,,Detached,"Drvwy/Off Str, Garage, Street"
MC8350005,SILVER SPRING,MD,3115,20901,499000,499000,485000,INDIAN SPRING CLUB ESTS,INDIAN SPRING CLUB ESTS,SOLD,6/26/2014,21,21,3,1,2,3,,Central Air Conditioning,"Kit-Table Space, Sep Dining Rm",FALSE,1,Central,FALSE,,5750,2100,,Detached,"Garage, Drvwy/Off Str"
MC8231833,SILVER SPRING,MD,4313,20902,498000,498000,470000,GLENVIEW,GLENVIEW,SOLD,1/24/2014,41,41,3,1,2,4,,Central Air Conditioning,"Breakfast Room, Butlers Pantry, Gourmet, Kit-Breakfast Bar, Kit-Dining Combo, Kit-Island, Kit-Living Combo, Kit-Table Space",FALSE,1,Forced Air,FALSE,0,6443,0,,Detached,Street
MC8275327,SILVER SPRING,MD,2125,20901,498000,498000,510963,SUNSET TERRACE,SUNSET TERRACE,SOLD,3/11/2014,4,4,3,1,2,3,,Central Air Conditioning,Sep Dining Rm,FALSE,1,Forced Air,FALSE,,6014,1650,,Detached,Street
MC8274835,ROCKVILLE,MD,5628,20852,498000,498000,498000,MIDTOWN BETHESDA,MIDTOWN BETHESDA NORTH C,SOLD,5/9/2014,45,45,2,0,2,2,790,Central Air Conditioning,Gourmet,FALSE,0,Forced Air,FALSE,,,1400,,Hi-Rise 9+ Floors,Garage
MC8328011,ROCKVILLE,MD,,20850,498000,498000,490000,KING FARM VILLAGE CENTER,KING FARM VILLAGE CENTER,SOLD,5/20/2014,6,6,3,1,2,2,600.51,Central Air Conditioning,"Gourmet, Kit-Table Space",FALSE,1,Forced Air,TRUE,0,,1869,,Garden 1-4 Floors,"Drvwy/Off Str, Garage"
MC8092331,CLARKSBURG,MD,,20871,497990,497990,545245,CLARKSBURG VILLAGE,,SOLD,1/29/2014,15,15,4,1,3,4,,"Central Air Conditioning, ENERGY STAR Cooling System, Programmable Thermostat","Fam Rm Off Kit, Sep Dining Rm, Gourmet, Kit-Island",FALSE,0,"ENERGY STAR Heating System, Forced Air, Programmable Thermostat",TRUE,76,4988,2520,,Detached,"Garage, Faces Rear"
MC8328416,ROCKVILLE,MD,2541,20853,497500,497500,498500,ROCK CREEK MANOR,ROCK CREEK MANOR,SOLD,6/17/2014,5,5,3,1,2,4,,Central Air Conditioning,"Gourmet, Kit-Breakfast Bar, Breakfast Room, Kit-Table Space, Sep Dining Rm",FALSE,1,"Forced Air, Hydronic Radiant Floors",FALSE,,9257,0,,Detached,"Carport, Drvwy/Off Str"
MC8290962,SILVER SPRING,MD,2521,20901,497500,497500,498000,INDIAN SPRING VILLAGE,INDIAN SPRING VILLAGE,SOLD,5/15/2014,10,10,2,1,1,3,,Central Air Conditioning,Sep Dining Rm,FALSE,1,Central,FALSE,,7845,1800,,Detached,Drvwy/Off Str
MC8302091,TAKOMA PARK,MD,,20912,497000,520000,450000,FLOWER AVE PARK,FLOWER AVE PARK,SOLD,6/18/2014,24,24,4,0,4,9,,"Window Unit(s), Ceiling Fan(s)",Other,FALSE,2,"Radiator, Baseboard",FALSE,,8114,0,,Dwelling w/Rental,"Asphalt Driveway, Street, Private 1-10 Spaces"
MC8235174,SILVER SPRING,MD,4214,20910,495000,495000,490000,SILVER SPRING,SILVER SPRING,SOLD,1/14/2014,6,6,1,0,1,3,,Ceiling Fan(s),Sep Dining Rm,FALSE,1,Radiator,FALSE,,6141,0,,Detached,Garage
MC8285107,GAITHERSBURG,MD,3105,20879,495000,495000,510000,SENECA WHETSTONE,SENECA WHETSTONE,SOLD,4/11/2014,5,5,3,1,2,4,,Central Air Conditioning,"Fam Rm Off Kit, Kit-Island, Kit-Table Space, Sep Dining Rm, Breakfast nook, Eat-In Kitchen",FALSE,1,Heat Pump(s),TRUE,170,16269,0,,Detached,"Garage, Drvwy/Off Str, Street"
MC8297266,SILVER SPRING,MD,1121,20906,495000,495000,490000,NORWOOD VILLAGE,NORWOOD VILLAGE,SOLD,4/30/2014,8,8,3,0,3,5,,Central Air Conditioning,"Breakfast Room, Kit-Table Space, Sep Dining Rm, Eat-In Kitchen",FALSE,1,Forced Air,FALSE,,15273,0,,Detached,"Drvwy/Off Str, Garage, Garage Door Opener"
MC8327202,GERMANTOWN,MD,2531,20874,495000,489000,490000,GUNNERS LAKE VILLAGE,GUNNERS LAKE VILLAGE,SOLD,6/16/2014,10,10,4,2,2,4,,Central Air Conditioning,Gourmet,FALSE,1,Forced Air,TRUE,18.33,10298,3454,,Detached,Garage
MC8340372,SILVER SPRING,MD,1122,20906,495000,495000,490000,NORWOOD VILLAGE,NORWOOD VILLAGE,SOLD,6/16/2014,3,3,4,2,2,4,,"Central Air Conditioning, Ceiling Fan(s)","Sep Dining Rm, Kit-Breakfast Bar, Gourmet",FALSE,1,Forced Air,FALSE,,20400,0,,Detached,Garage
MC8136890,SILVER SPRING,MD,3028,20901,494900,524900,484999,INDIAN SPRING CLUB ESTS,INDIAN SPRING CLUB ESTS,SOLD,2/21/2014,188,256,3,1,2,3,,Heat Pump(s),"Kit-Island, Gourmet, Eat-In Kitchen",FALSE,1,Forced Air,FALSE,,7193,0,,Detached,Drvwy/Off Str
MC8291858,OLNEY,MD,1887,20832,494900,494900,480000,BARNSLEY MANOR ESTATES,BARNSLEY MANOR ESTATES,SOLD,4/30/2014,21,21,4,2,2,3,,Central Air Conditioning,"Gourmet, Kit-Island, Sep Dining Rm, Breakfast Room",FALSE,1,Forced Air,TRUE,294,2600,0,End,Townhouse,Garage
MC8329158,SILVER SPRING,MD,4573,20905,494900,494900,495000,HARDING SUBDIVISION,HARDING SUBDIVISION,SOLD,6/23/2014,6,187,4,1,3,5,,"Attic Fan, Central Air Conditioning","Breakfast Room, Fam Rm Off Kit, Sep Dining Rm",FALSE,1,"Central, Forced Air, Heat Pump(s)",TRUE,360,10968,2946,,Detached,"Drvwy/Off Str, Garage, Concrete Driveway"
MC8235682,SILVER SPRING,MD,5915,20904,494500,494500,505000,STONEGATE,STONEGATE,SOLD,1/29/2014,8,8,3,1,2,4,,"Central Air Conditioning, Ceiling Fan(s)","Eat-In Kitchen, Sep Dining Rm, Kit-Island",FALSE,1,Forced Air,FALSE,0,15000,0,,Detached,"Drvwy/Off Str, Garage"
MC8291025,SILVER SPRING,MD,2307,20901,492000,492000,487000,FAIRWAY,FAIRWAY,SOLD,5/9/2014,15,15,2,0,2,3,,Central Air Conditioning,Sep Dining Rm,FALSE,1,Forced Air,FALSE,,5168,1500,,Detached,Drvwy/Off Str
MC8234265,CLARKSBURG,MD,4428,20871,490000,525000,485000,GREENWAY VILLAGE,GREENWAY VILLAGE,SOLD,3/11/2014,77,77,5,1,4,4,,"Central Air Conditioning, Ceiling Fan(s)","Breakfast Room, Fam Rm Off Kit, Gourmet, Kit-Breakfast Bar, Kit-Island, Kit-Table Space, Sep Dining Rm, Breakfast nook, Eat-In Kitchen",FALSE,1,Forced Air,TRUE,83,5024,0,,Detached,Garage
MC8285025,ROCKVILLE,MD,3522,20850,490000,490000,435000,DARNESTOWN OUTSIDE,DARNESTOWN OUTSIDE,SOLD,4/25/2014,7,7,1,0,1,2,,"Central Air Conditioning, Ceiling Fan(s)",Kit-Table Space,FALSE,1,Forced Air,FALSE,,23900,810,,Detached,Garage
MC8307399,SILVER SPRING,MD,5566,20905,490000,490000,475000,MAYDALE,MAYDALE,SOLD,5/23/2014,21,21,3,0,3,4,,Central Air Conditioning,"Kit-Breakfast Bar, Kit-Table Space, Sep Dining Rm, Eat-In Kitchen",FALSE,2,Forced Air,FALSE,,29684,0,,Detached,Garage
MC8197512,GAITHERSBURG,MD,1115,20879,489900,559900,489000,GOSHEN ESTATES,GOSHEN ESTATES,SOLD,3/31/2014,143,143,3,1,2,4,,"Central Air Conditioning, Ceiling Fan(s), Heat Pump(s)","Kit-Country, Sep Dining Rm, Breakfast Room",FALSE,1,Heat Pump(s),FALSE,,58447,3880,,Detached,Garage
