ML#,City,State,Zip 4,Zip Code,List Price,Original List Price,Close Price,Advertised Subdivision,Legal Subdivision,Status,Close Date,DOMM,DOMP,Baths All,Baths Half,Baths Full,Bedrooms,Condo Coop Fee,Cooling,Dining Kitchen,Farm,Fireplaces,Heating,HOA,HOA Fee,Lot Sqft,Total Square Footage,Townhouse Type,Type,Parking
MC8236649,DAMASCUS,MD,2616,20872,189990,189990,172000,DAMASCUS VALLEY PARK,DAMASCUS VALLEY PARK,SOLD,1/16/2014,10,10,2,1,1,3,,Central Air Conditioning,Kit-Country,FALSE,0,Heat Pump(s),TRUE,65,1520,1220,Interior,Townhouse,Assigned
MC8188999,GAITHERSBURG,MD,2925,20878,189900,189900,180000,PARK SUMMIT CODM,PARK SUMMIT CODM,SOLD,2/19/2014,106,106,1,0,1,2,254.3,Heat Pump(s),"Galley Kitchen, Kit-Breakfast Bar",FALSE,1,Heat Pump(s),FALSE,,,964,,Garden 1-4 Floors,Surface
MC8219230,NORTH BETHESDA,MD,8600,20852,189900,203556,180000,GALLERY AT WHITE FLINT P,GALLERY AT WHITE FLINT P,SOLD,5/30/2014,168,168,1,0,1,0,158,Central Air Conditioning,Galley Kitchen,FALSE,0,Central,TRUE,0,,638,,Hi-Rise 9+ Floors,"Assigned, Garage, Garage Door Opener"
MC8231302,GAITHERSBURG,MD,1050,20886,189900,189900,180000,FOREST BROOKE,FOREST BROOKE,SOLD,2/10/2014,17,17,2,1,1,3,,Central Air Conditioning,"Sep Dining Rm, Eat-In Kitchen",FALSE,0,Forced Air,TRUE,105,808,1360,End,Townhouse,"Free, Faces Front, Prk Space Cnvys, Surface, Unassigned"
MC8269652,MONTGOMERY VILLAGE,MD,3011,20886,189900,189900,190000,CLUBSIDE,CLUBSIDE,SOLD,4/25/2014,11,11,3,1,2,3,,Heat Pump(s),Liv-Din Combo,FALSE,0,Heat Pump(s),TRUE,330,218,1501,Interior,Townhouse,"Surface, Gen Comm Elem"
MC8271524,GAITHERSBURG,MD,,20878,189900,189900,175000,POTOMAC GROVE CODM,POTOMAC GROVE CODM,SOLD,4/11/2014,42,42,2,1,1,2,70,Central Air Conditioning,Kit-Table Space,FALSE,0,"Central, Forced Air, Heat Pump(s)",TRUE,73.24,,1179,Piggyback,Townhouse,"Assigned, Surface"
MC8275144,GAITHERSBURG,MD,4266,20886,189900,189900,195000,DOCKSIDE,DOCKSIDE,SOLD,3/28/2014,7,7,2,1,1,2,,Heat Pump(s),"Dining ""L"", Kitchenette, Liv-Din Combo",FALSE,1,Heat Pump(s),TRUE,326.68,764,1578,Quad,Townhouse,Garage
MC8276095,MONTGOMERY VILLAGE,MD,1910,20886,189900,189900,190000,THOMAS CHOICE WEST,THOMAS CHOICE WEST,SOLD,5/30/2014,15,15,2,0,2,3,,Central Air Conditioning,"Liv-Din Combo, Kit-Table Space, Kit-Breakfast Bar",FALSE,0,"Forced Air, Heat Pump(s)",TRUE,270.82,660,0,Interior,Townhouse,Unassigned
MC8289569,N POTOMAC,MD,2923,20878,189900,189900,180000,PARK SUMMIT CODM,PARK SUMMIT CODM,SOLD,4/14/2014,6,6,2,0,2,2,262.95,Heat Pump(s),"Kit-Breakfast Bar, Liv-Din Combo",FALSE,0,Heat Pump(s),FALSE,,,1000,,Garden 1-4 Floors,"Gen Comm Elem, Unassigned"
MC8322185,CHEVY CHASE,MD,,20815,189900,189900,174250,KENWOOD HOUSE COOP,KENWOOD HOUSE COOP,SOLD,6/26/2014,26,26,1,0,1,1,700,Central Air Conditioning,"Liv-Din Combo, Gourmet",FALSE,0,Radiator,FALSE,,,840,,Garden 1-4 Floors,Covered Parking
MC8339324,MONTGOMERY VILLAGE,MD,1911,20886,189900,189900,199000,THOMAS CHOICE,THOMAS CHOICE,SOLD,6/15/2014,6,6,3,1,2,3,344,Ceiling Fan(s),"Kit-Table Space, Sep Dining Rm",FALSE,0,Forced Air,TRUE,0,,1621,End,Townhouse,Assigned
MC8325309,MONTGOMERY VILLAGE,MD,4301,20886,189900,189900,195000,MCCONKEY - MONTG VILL,MCCONKEY - MONTG VILL,SOLD,5/23/2014,5,5,3,1,2,3,,Central Air Conditioning,Sep Dining Rm,FALSE,0,Heat Pump(s),TRUE,113,779,0,Interior,Townhouse,Assigned
MC8345577,GAITHERSBURG,MD,4308,20886,189900,189900,198000,MCCONKEY - MONTG VILL,MCCONKEY - MONTG VILL,SOLD,6/20/2014,2,2,3,1,2,3,,Heat Pump(s),"Liv-Din Combo, Kit-Breakfast Bar",FALSE,0,Heat Pump(s),TRUE,105,741,0,Interior,Townhouse,Assigned
MC8231847,TAKOMA PARK,MD,6910,20912,189500,189500,182000,TAKOMA PARK,TAKOMA PARK,SOLD,3/21/2014,50,50,1,0,1,1,257,"Other, Zoned",Kit-Breakfast Bar,FALSE,0,"90% Forced Air, Hot Water, Hydronic Radiant Floors, Zoned",FALSE,,,720,,Hi-Rise 9+ Floors,"Assigned, Lmt Comm Elem, Permit Required"
MC8164581,SILVER SPRING,MD,5660,20906,189000,225000,180000,FAIRWAYS NORTH,FAIRWAYS NORTH CODM,SOLD,3/17/2014,158,158,2,0,2,2,552,Central Air Conditioning,Kit-Table Space,FALSE,0,Forced Air,FALSE,,,1317,,Hi-Rise 9+ Floors,Garage
MC8270233,SILVER SPRING,MD,,20902,189000,189000,175000,AMERICANA FINMARK,AMERICANA FINMARK,SOLD,4/11/2014,15,15,1,0,1,1,386,Central Air Conditioning,Sep Dining Rm,FALSE,0,Forced Air,TRUE,0,,775,,Garden 1-4 Floors,"Free, Unassigned"
MC8304699,SILVER SPRING,MD,1593,20906,189000,189000,189000,VILLA CORTEZ CODM,VILLA CORTEZ CODM,SOLD,6/20/2014,5,5,2,0,2,2,571,Central Air Conditioning,"Eat-In Kitchen, Dining ""L""",FALSE,0,Forced Air,TRUE,0,,1167,,Garden 1-4 Floors,"Garage, Handicap Parking, Off Site Parking, Prk Space Cnvys, Additional Storage Area"
MC8316957,GAITHERSBURG,MD,,20878,189000,189000,187000,PARK SUMMIT,PARK SUMMIT CODM,SOLD,5/16/2014,11,11,1,0,1,2,254.3,Central Air Conditioning,"Kit-Breakfast Bar, Kit-Living Combo",FALSE,0,Heat Pump(s),FALSE,0,,864,,Garden 1-4 Floors,"Assigned, Free, Street"
MC8317704,ROCKVILLE,MD,4638,20852,189000,199990,175000,GROSVENOR PARK III,GROSVENOR PARK III,SOLD,6/10/2014,60,60,1,0,1,0,413,Wall Unit,Galley Kitchen,FALSE,0,Wall Unit,FALSE,0,,564,,Hi-Rise 9+ Floors,Other
MC8339913,MONTGOMERY VILLAGE,MD,4261,20886,189000,200000,194000,MILLRACE,MILLRACE,SOLD,6/13/2014,9,91,2,1,1,2,,Central Air Conditioning,"Kit-Breakfast Bar, Dining ""L"", Liv-Din Combo",FALSE,0,Heat Pump(s),TRUE,326.68,1056,0,Interior,Townhouse,Garage
MC8115362,SILVER SPRING,MD,1584,20906,188000,275000,185000,VILLA CORTESE,VILLA CORTEZ CODM,SOLD,3/27/2014,236,236,2,0,2,2,557,"Ceiling Fan(s), Central Air Conditioning","Sep Dining Rm, Kit-Table Space",FALSE,0,Forced Air,FALSE,,,1158,,Garden 1-4 Floors,"Drvwy/Off Str, Gen Comm Elem"
MC8092257,BETHESDA,MD,,20817,187900,187900,182000,WEST SPRING,WEST SPRING,SOLD,1/8/2014,56,56,1,0,1,1,560,Central Air Conditioning,"Kit-Table Space, Liv-Din Combo",FALSE,0,Forced Air,FALSE,,,787,,Garden 1-4 Floors,"Assigned, Garage"
MC8239794,GERMANTOWN,MD,,20874,185900,199000,185000,NORTH CREEK,NORTH CREEK,SOLD,6/20/2014,107,107,2,0,2,4,77,Central Air Conditioning,Kit-Breakfast Bar,FALSE,0,Heat Pump(s),FALSE,,,1500,End,Townhouse,Assigned
MC8224266,SILVER SPRING,MD,,20906,185000,185000,170000,FAIRWAYS SOUTH,FAIRWAYS SOUTH,SOLD,1/17/2014,38,38,2,0,2,2,694,Central Air Conditioning,"Sep Dining Rm, Kit-Table Space",FALSE,0,Forced Air,FALSE,,,1138,,Hi-Rise 9+ Floors,Garage
MC8269356,SILVER SPRING,MD,,20902,185000,185000,175000,AMERICANA FINMARK,AMERICANA FINMARK,SOLD,6/16/2014,87,87,1,0,1,1,386,Central Air Conditioning,Sep Dining Rm,FALSE,0,Forced Air,TRUE,0,,775,,Garden 1-4 Floors,"Free, Paved Driveway, Unassigned, Permit Required"
MC8271483,ROCKVILLE,MD,4619,20852,185000,185000,173000,GROSVENOR PARK I,GROSVENOR PARK I,SOLD,3/13/2014,20,20,1,0,1,0,414.32,Central Air Conditioning,Galley Kitchen,FALSE,0,Forced Air,FALSE,,,613,,Hi-Rise 9+ Floors,"Free, Surface, Gen Comm Elem"
MC8276536,BETHESDA,MD,6725,20814,185000,195000,185000,PROMENADE,PROMENADE TOWERS COOP,SOLD,6/23/2014,88,88,1,0,1,2,987.01,Central Air Conditioning,"Kit-Table Space, Liv-Din Combo",FALSE,0,Forced Air,FALSE,,,981,,Hi-Rise 9+ Floors,"Assigned, Covered Parking, Garage, Prk Space Cnvys, Other"
MC8303145,GAITHERSBURG,MD,1931,20886,185000,199000,175000,GAITHERSBURG OUTSIDE,GAITHERSBURG OUTSIDE,SOLD,6/25/2014,67,67,1,0,1,4,,Other,Liv-Din Combo,FALSE,1,"Forced Air, Heat Pump(s)",FALSE,,41817,0,,Detached,Drvwy/Off Str
MC8319996,ROCKVILLE,MD,1208,20850,185000,185000,200000,LINCOLN PARK,LINCOLN PARK,SOLD,5/15/2014,11,11,1,0,1,2,,Heat Pump(s),Kit-Dining Combo,FALSE,0,Forced Air,FALSE,,10000,0,,Detached,Drvwy/Off Str
MC8327911,GAITHERSBURG,MD,1803,20879,185000,185000,188000,CHARLENE TOWNHOUSES,CHARLENE TOWNHOUSES,SOLD,5/14/2014,4,4,4,1,3,3,,Central Air Conditioning,"Kit-Table Space, Liv-Din Combo, Breakfast nook",FALSE,0,Heat Pump(s),TRUE,92,2024,2002,Interior,Townhouse,Assigned
MC8341836,SILVER SPRING,MD,1131,20902,185000,185000,193000,CONN AVE ESTATES,CONN AVE ESTATES,SOLD,6/13/2014,4,4,1,0,1,2,,"Central Air Conditioning, Ceiling Fan(s)","Galley Kitchen, Sep Dining Rm",FALSE,0,Forced Air,FALSE,,3192,0,End,Attach/Row Hse,"Drvwy/Off Str, Street"
MC8348598,GAITHERSBURG,MD,2926,20878,185000,185000,170000,PARK SUMMIT CODM,PARK SUMMIT CODM,SOLD,6/25/2014,15,15,1,0,1,2,235.65,Central Air Conditioning,"Kit-Breakfast Bar, Liv-Din Combo, Galley Kitchen",FALSE,0,Central,FALSE,,,872,,Garden 1-4 Floors,Assigned
MC8363263,GERMANTOWN,MD,,20874,185000,185000,185000,BROOKSTONE CODM,BROOKSTONE CODM,SOLD,6/24/2014,3,3,2,0,2,2,295,"Central Air Conditioning, Ceiling Fan(s)",Kit-Family Combo,FALSE,0,Forced Air,TRUE,43,,949,,Garden 1-4 Floors,Assigned
MC8363929,SILVER SPRING,MD,,20906,185000,185000,185000,LEISURE WORLD,ROSSMOOR MUTUAL #10,SOLD,6/25/2014,2,2,1,0,1,2,606,Central Air Conditioning,Sep Dining Rm,FALSE,1,Central,TRUE,0,,958,,Patio Home,"Garage, Drvwy/Off Str"
MC8227355,GAITHERSBURG,MD,4030,20886,184900,189900,184900,MCRORY - MONTG VILL,MCRORY - MONTG VILL,SOLD,3/14/2014,91,91,2,1,1,3,,"Ceiling Fan(s), Central Air Conditioning, Heat Pump(s)","Liv-Din Combo, Kit-Table Space",FALSE,0,"Central, Forced Air, Heat Pump(s)",TRUE,295,779,0,Piggyback,Townhouse,Assigned
MC8236347,GERMANTOWN,MD,4646,20874,184900,184900,188000,ASHMORE @ GERMANTOWN COD,ASHMORE @ GERMANTOWN COD,SOLD,1/24/2014,12,12,2,0,2,2,307.52,Central Air Conditioning,Sep Dining Rm,FALSE,0,Forced Air,TRUE,0,,1133,,Garden 1-4 Floors,"Assigned, Garage"
MC8243461,POOLESVILLE,MD,2059,20837,184900,184900,184900,WOOTON HEIGHTS,WOOTON HEIGHTS,SOLD,3/14/2014,28,28,2,1,1,3,,Central Air Conditioning,Kit-Dining Combo,FALSE,0,Forced Air,FALSE,,3017,0,Interior,Townhouse,Free
MC8232232,SILVER SPRING,MD,6708,20904,184000,184000,170000,FAIRLAND,FAIRLAND,SOLD,1/29/2014,55,55,2,0,2,3,,Central Air Conditioning,Liv-Din Combo,FALSE,0,Heat Pump(s),TRUE,87.5,1342,0,End,Townhouse,Assigned
MC8225196,SILVER SPRING,MD,8311,20906,183500,189500,180000,LEISURE WORLD/ROSSMOOR,TURNBERRY COURTS AT LEIS,SOLD,4/24/2014,121,121,2,0,2,2,548,"Ceiling Fan(s), Central Air Conditioning","Kit-Table Space, Sep Dining Rm",FALSE,0,Forced Air,TRUE,0,,1092,,Hi-Rise 9+ Floors,Garage
MC8293406,SILVER SPRING,MD,8307,20906,183000,183000,189500,LEISURE WORLD,TURNBERRY COURTS AT LEIS,SOLD,5/2/2014,10,10,2,0,2,2,598,Central Air Conditioning,"Sep Dining Rm, Eat-In Kitchen",FALSE,0,Central,TRUE,0,,1244,,Hi-Rise 9+ Floors,Garage
MC8242686,CLARKSBURG,MD,4304,20871,181516,181516,181516,WOODCREST,WOODCREST,SOLD,1/31/2014,7,7,2,1,1,3,,"Ceiling Fan(s), Central Air Conditioning, Heat Pump(s)","Breakfast Room, Liv-Din Combo",FALSE,0,"90% Forced Air, Heat Pump(s)",TRUE,86.75,1800,1368,Interior,Townhouse,Garage
MC8209932,SILVER SPRING,MD,,20906,180900,180900,175000,LEISURE WORLD,ROSSMOOR MUTUAL #10,SOLD,6/16/2014,133,133,1,0,1,2,589,"Central Air Conditioning, Ceiling Fan(s)",Sep Dining Rm,FALSE,1,Central,TRUE,0,,850,,Patio Home,"Garage, Drvwy/Off Str"
MC8359565,ROCKVILLE,MD,1201,20850,180800,180800,180800,LINCOLN TERRACE,LINCOLN TERRACE,SOLD,5/27/2014,0,0,3,1,2,3,,Central Air Conditioning,Eat-In Kitchen,FALSE,0,Forced Air,TRUE,55,1409,0,Interior,Townhouse,Garage
MC8243423,ROCKVILLE,MD,2650,20852,180000,180000,218000,WHITE FLINT STATION CODM,WHITE FLINT STATION CODM,SOLD,1/20/2014,9,9,1,0,1,1,280.97,Central Air Conditioning,"Galley Kitchen, Liv-Din Combo",FALSE,0,Forced Air,FALSE,,,629,,Garden 1-4 Floors,Garage
MC8259884,SILVER SPRING,MD,,20906,180000,180000,180000,WINTERGATE AT LONGMEAD C,WINTERGATE AT LONGMEAD C,SOLD,3/4/2014,5,5,2,0,2,2,204,Heat Pump(s),"Kit-Breakfast Bar, Liv-Din Combo",FALSE,0,Forced Air,FALSE,,,941,,Garden 1-4 Floors,"Assigned, Drvwy/Off Str, Free"
MC8321047,SILVER SPRING,MD,,20906,180000,180000,185000,WINTERGATE AT LONGMEAD C,WINTERGATE AT LONGMEAD C,SOLD,5/21/2014,2,2,2,0,2,3,203.85,Central Air Conditioning,"Kit-Island, Kit-Living Combo",FALSE,1,Forced Air,FALSE,,,1079,,Garden 1-4 Floors,"Free, Permit Required, Unassigned"
MC8203640,SILVER SPRING,MD,,20906,179995,185000,173000,ROSSMOOR MUTUAL #11,ROSSMOOR MUTUAL #11,SOLD,3/20/2014,149,149,2,0,2,3,632,Central Air Conditioning,"Sep Dining Rm, Galley Kitchen",FALSE,1,Forced Air,TRUE,0,,1225,,Patio Home,Assigned
MC8255514,SILVER SPRING,MD,,20906,179900,199900,175000,FAIRWAYS SOUTH,FAIRWAYS SOUTH,SOLD,6/23/2014,138,138,2,0,2,2,663,Central Air Conditioning,Eat-In Kitchen,FALSE,0,Forced Air,TRUE,0,,1317,,Hi-Rise 9+ Floors,Free
MC8264539,GERMANTOWN,MD,,20874,179900,179900,176000,FARMINGDALE CODM,FARMINGDALE CODM,SOLD,3/26/2014,27,27,2,0,2,2,190,Central Air Conditioning,"Kit-Table Space, Liv-Din Combo",FALSE,1,90% Forced Air,FALSE,,,1149,,Garden 1-4 Floors,Assigned
MC8271436,DARNESTOWN,MD,,20878,179900,189900,166000,BROOKSTONE CODM,BROOKSTONE CODM,SOLD,4/11/2014,34,34,2,0,2,2,275,Central Air Conditioning,Kit-Table Space,FALSE,0,Forced Air,TRUE,43,,949,,Garden 1-4 Floors,Assigned
MC8285202,SILVER SPRING,MD,8309,20906,179900,179900,179900,LEISURE WORLD MARYLAND,TURNBERRY COURTS AT LEIS,SOLD,3/25/2014,10,280,2,0,2,2,536,"Ceiling Fan(s), Heat Pump(s)","Dining ""L"", Kit-Table Space",FALSE,0,Heat Pump(s),TRUE,0,,1093,,Hi-Rise 9+ Floors,"Free, Surface, Unassigned"
MC8287917,GERMANTOWN,MD,2013,20874,179900,179900,179900,GERMANTOWN PARK,GERMANTOWN PARK,SOLD,4/21/2014,4,4,2,1,1,3,,Central Air Conditioning,Kit-Dining Combo,FALSE,0,Forced Air,TRUE,136,2000,0,End,Townhouse,Assigned
MC8288332,ROCKVILLE,MD,,20852,179900,179900,172000,BETHESDA PARK,BETHESDA PARK,SOLD,4/16/2014,3,3,1,0,1,2,504.3,Central Air Conditioning,Liv-Din Combo,FALSE,0,Forced Air,FALSE,,,1036,,Garden 1-4 Floors,"Permit Required, Unassigned, Free"
MC8290041,SILVER SPRING,MD,,20906,179900,179900,169000,FAIRWAYS NORTH CODM,FAIRWAYS NORTH CODM,SOLD,5/23/2014,57,57,2,0,2,2,516,Central Air Conditioning,"Kit-Table Space, Sep Dining Rm, Eat-In Kitchen",FALSE,0,Forced Air,TRUE,1,,1138,,Hi-Rise 9+ Floors,Garage
MC8303259,SILVER SPRING,MD,5793,20906,179900,179000,179900,WINTERGATE AT LONGMEAD C,WINTERGATE AT LONGMEAD C,SOLD,5/22/2014,10,10,2,0,2,3,203.82,Central Air Conditioning,Galley Kitchen,FALSE,0,Forced Air,FALSE,,,1056,,Garden 1-4 Floors,Assigned
MC8330159,SILVER SPRING,MD,8305,20906,179900,179900,179900,TURNBERRY COURTS AT LEIS,TURNBERRY COURTS AT LEIS,SOLD,6/3/2014,2,2,2,0,2,2,552,"Ceiling Fan(s), Central Air Conditioning","Dining ""L"", Fam Rm Off Kit, Kit-Breakfast Bar, Kit-Family Combo, Kit-Table Space, Liv-Din Combo, Eat-In Kitchen",FALSE,0,Forced Air,FALSE,,,1092,,Mid-Rise 5-8 Floors,"DW - Circular, Free, Unassigned, Faces Front, Additional Storage Area"
MC8220405,GERMANTOWN,MD,,20874,179000,179000,179000,SENECA KNOLLS CODM,SENECA KNOLLS CODM,SOLD,1/21/2014,4,4,2,0,2,2,234,Central Air Conditioning,"Kit-Breakfast Bar, Sep Dining Rm, Galley Kitchen",FALSE,1,Forced Air,FALSE,,,1073,,Garden 1-4 Floors,Assigned
MC8231573,SILVER SPRING,MD,,20906,179000,179000,169000,THE GRNS AT LEISURE WRLD,THE GRNS AT LEISURE WRLD,SOLD,6/13/2014,112,112,2,0,2,2,555,Central Air Conditioning,"Kit-Country, Other",FALSE,0,Central,TRUE,0,,1210,,Hi-Rise 9+ Floors,Unassigned
MC8238717,SILVER SPRING,MD,7613,20906,179000,179000,170000,VANTAGE POINT EAST @ LEI,VANTAGE POINT EAST @ LEI,SOLD,2/14/2014,39,39,2,0,2,2,478,Central Air Conditioning,Kit-Breakfast Bar,FALSE,1,Forced Air,TRUE,0,,1035,,Hi-Rise 9+ Floors,Unassigned
MC8240997,SILVER SPRING,MD,,20906,179000,179000,174500,WINTERGATE AT LONGMEAD C,WINTERGATE AT LONGMEAD C,SOLD,3/17/2014,17,17,2,0,2,2,201.8,Central Air Conditioning,Kit-Dining Combo,FALSE,0,Central,TRUE,0,,939,,Garden 1-4 Floors,"Assigned, Drvwy/Off Str"
MC8348261,SILVER SPRING,MD,2201,20902,179000,179000,177000,MONTCLAIR MANOR,MONTCLAIR MANOR,SOLD,6/27/2014,13,13,2,1,1,3,,Central Air Conditioning,Kit-Table Space,FALSE,0,Heat Pump(s),TRUE,333,1307,1236,Interior,Townhouse,Assigned
MC8347380,ROCKVILLE,MD,6605,20852,179000,179000,168000,GROSVENOR PARK III,GROSVENOR PARK III,SOLD,6/30/2014,21,21,1,0,1,1,410,Central Air Conditioning,Other,FALSE,0,Central,FALSE,,,560,,Hi-Rise 9+ Floors,Off Site Parking
MC8230278,GERMANTOWN,MD,6340,20874,178900,189999,167000,RIVERSTONE CODM,RIVERSTONE CODM,SOLD,3/4/2014,84,84,2,0,2,2,279,Central Air Conditioning,Other,FALSE,0,Forced Air,TRUE,38,,936,,Garden 1-4 Floors,"Assigned, Other"
MC8276858,SILVER SPRING,MD,,20906,178500,178500,167500,THE GRNS AT LEISURE WRLD,THE GRNS AT LEISURE WRLD,SOLD,4/11/2014,23,23,2,0,2,2,598,Central Air Conditioning,"Kit-Table Space, Sep Dining Rm",FALSE,0,Heat Pump(s),TRUE,0,,1317,,Hi-Rise 9+ Floors,Unassigned
MC8223220,GERMANTOWN,MD,,20876,178000,165000,162500,BROOKSTONE CODM,BROOKSTONE CODM,SOLD,2/28/2014,62,62,2,0,2,2,275,"Central Air Conditioning, Ceiling Fan(s)","Galley Kitchen, Kit-Dining Combo, Kit-Living Combo, Liv-Din Combo",FALSE,1,Forced Air,TRUE,43,,949,,Garden 1-4 Floors,"Assigned, Free"
MC8187723,BETHESDA,MD,6714,20814,177000,177000,172000,PROMENADE,PROMENADE TOWERS COOP,SOLD,1/3/2014,41,41,1,0,1,1,931.29,"Programmable Thermostat, Solar Rough-In","Galley Kitchen, Sep Dining Rm",FALSE,0,"Forced Air, Programmable Thermostat",FALSE,,,981,,Hi-Rise 9+ Floors,Assigned
MC8138724,SILVER SPRING,MD,8311,20906,175000,178000,170000,TURNBERRY COURTS,TURNBERRY COURTS AT LEIS,SOLD,3/14/2014,197,197,2,0,2,2,517,Central Air Conditioning,Liv-Din Combo,FALSE,0,"Central, Forced Air",FALSE,,,1035,,Hi-Rise 9+ Floors,"Free, Unassigned"
MC8183160,SILVER SPRING,MD,,20902,175000,189900,180250,AMERICANA FINMARK,AMERICANA FINMARK,SOLD,2/6/2014,60,60,1,0,1,1,430,Central Air Conditioning,"Kit-Breakfast Bar, Kit-Table Space, Breakfast nook",FALSE,0,Forced Air,FALSE,,,0,,Mid-Rise 5-8 Floors,Unassigned
MC8250216,SILVER SPRING,MD,,20906,175000,175000,165000,WINTERGATE AT LONGMEAD C,WINTERGATE AT LONGMEAD C,SOLD,2/25/2014,29,29,2,0,2,3,203.82,Central Air Conditioning,"Kit-Breakfast Bar, Galley Kitchen, Liv-Din Combo",FALSE,0,Forced Air,FALSE,,,1052,,Garden 1-4 Floors,Unassigned
MC8256036,GAITHERSBURG,MD,,20877,175000,175000,171000,BRIGHTON EAST CODM #1,BRIGHTON EAST CODM #1,SOLD,2/7/2014,5,5,3,1,2,3,341.08,Central Air Conditioning,"Galley Kitchen, Sep Dining Rm, Breakfast nook",FALSE,0,Central,FALSE,,,2079,End,Townhouse,Assigned
MC8254472,GERMANTOWN,MD,6237,20874,175000,199900,172000,KINGSVIEW RIDGE CODM,KINGSVIEW RIDGE CODM,SOLD,6/25/2014,121,121,2,1,1,3,188,Central Air Conditioning,"Liv-Din Combo, Eat-In Kitchen",FALSE,0,Forced Air,TRUE,175,,1144,Interior,Townhouse,Assigned
MC8259105,GERMANTOWN,MD,,20876,175000,175000,175000,GRNFLDS OF BRNDRMILL COD,GRNFLDS OF BRNDRMILL COD,SOLD,3/21/2014,19,19,2,0,2,3,225,"Central Air Conditioning, Heat Pump(s)",Liv-Din Combo,FALSE,0,Heat Pump(s),TRUE,0,,1331,Interior,Townhouse,Assigned
MC8267638,SILVER SPRING,MD,,20906,175000,175000,159000,LEISURE WORLD OF MARYLAND,ROSSMOOR MUTUAL #10,SOLD,4/9/2014,34,34,1,0,1,2,598,Central Air Conditioning,"Dining ""L""",FALSE,1,Forced Air,TRUE,0,,850,,Patio Home,"Garage, Garage Door Opener, Additional Storage Area, Concrete Driveway"
MC8280360,GERMANTOWN,MD,,20876,175000,175000,181000,AMBER RIDGE AT MILESTONE,AMBER RIDGE AT MILESTONE,SOLD,4/18/2014,5,5,2,0,2,2,148.57,Central Air Conditioning,Kit-Dining Combo,FALSE,0,Forced Air,TRUE,81,,1070,,Garden 1-4 Floors,Permit Required
MC8305754,ROCKVILLE,MD,1937,20850,174999,174999,175000,PLYMOUTH GARDENS,PLYMOUTH GARDENS,SOLD,4/30/2014,1,1,1,0,1,1,295.3,Central Air Conditioning,"Liv-Din Combo, Sep Dining Rm",FALSE,0,Forced Air,TRUE,0,,824,,Garden 1-4 Floors,Drvwy/Off Str
MC8111702,GAITHERSBURG,MD,1110,20886,174900,195000,170000,MCKENDRIE,MCKENDREE,SOLD,3/31/2014,208,208,3,1,2,3,,Central Air Conditioning,"Liv-Din Combo, Sep Dining Rm",FALSE,0,Forced Air,TRUE,85,799,1188,Interior,Back-to-Back,"Drvwy/Off Str, Street"
MC8254970,SILVER SPRING,MD,,20906,174900,174900,177000,GREENS AT LEISURE WORLD,GREENS AT LEISURE WORLD ,SOLD,2/12/2014,17,17,2,0,2,2,597,Central Air Conditioning,"Kit-Table Space, Sep Dining Rm",FALSE,0,Heat Pump(s),FALSE,,,1195,,Hi-Rise 9+ Floors,Garage
MC8278564,SILVER SPRING,MD,,20906,174900,189900,170000,FAIRWAYS SOUTH,FAIRWAYS SOUTH,SOLD,6/5/2014,63,63,2,0,2,2,639,Heat Pump(s),"Kit-Table Space, Sep Dining Rm",FALSE,0,Heat Pump(s),TRUE,0,,1220,,Hi-Rise 9+ Floors,Garage
MC8326382,SILVER SPRING,MD,,20901,174900,174900,175000,BURNT MILLS TOWNHOUSES,BURNT MILLS TOWNHOUSES,SOLD,5/20/2014,4,4,3,1,2,3,628.74,Central Air Conditioning,Gourmet,FALSE,0,Forced Air,FALSE,,,2187,,Garden 1-4 Floors,Assigned
MC8331274,BETHESDA,MD,6702,20814,174000,174000,174000,PROMENADE TOWERS COOP,PROMENADE TOWERS COOP,SOLD,6/6/2014,17,17,1,0,1,2,898,Central Air Conditioning,"Dining ""L""",FALSE,0,Forced Air,FALSE,,,981,,Hi-Rise 9+ Floors,Garage
MC8236016,BETHESDA,MD,2012,20814,172500,172500,168500,PROMENADE TOWERS COOP,PROMENADE TOWERS COOP,SOLD,1/17/2014,8,8,1,0,1,1,975.06,Central Air Conditioning,Eat-In Kitchen,FALSE,0,Hot Water,TRUE,0,,981,,Hi-Rise 9+ Floors,"Assigned, Garage"
MC8261733,MONTGOMERY VILLAGE,MD,5018,20886,172500,172500,172500,MARYLAND PLACE,MARYLAND PLACE,SOLD,2/27/2014,4,4,2,1,1,2,,Heat Pump(s),Kit-Dining Combo,FALSE,0,Heat Pump(s),TRUE,286,1600,1080,Interior,Townhouse,Assigned
MC8253957,ROCKVILLE,MD,2008,20852,172000,172000,167500,BETHESDA PARK,BETHESDA PARK,SOLD,2/6/2014,2,2,1,0,1,2,505,Central Air Conditioning,Liv-Din Combo,FALSE,0,90% Forced Air,FALSE,,,1007,,Garden 1-4 Floors,Permit Required
MC8038973,ROCKVILLE,MD,2522,20850,170000,210000,150000,AMERICANA CENTRE,AMERICANA CENTRE,SOLD,3/21/2014,338,338,1,0,1,1,610,Central Air Conditioning,"Liv-Din Combo, Eat-In Kitchen",FALSE,0,Forced Air,FALSE,,,870,,Hi-Rise 9+ Floors,Garage
